domain_domain_interaction	count_new	frequency	domain_1	domain_2	domain1_description	domain2_description
Acyltransferase--CLPTM1	1	3.1675641431739e-05	Acyltransferase	CLPTM1	Acyltransferase	Cleftlipandpalatetransmembraneprotein1(CLPTM1)
Anticodon_1--CLPTM1	1	3.1675641431739e-05	Anticodon_1	CLPTM1	Anticodon-bindingdomainoftRNA	Cleftlipandpalatetransmembraneprotein1(CLPTM1)
Cadherin--CLPTM1	1	3.1675641431739e-05	Cadherin	CLPTM1	Cadherindomain	Cleftlipandpalatetransmembraneprotein1(CLPTM1)
BTB--CMS1	1	3.1675641431739e-05	BTB	CMS1	BTB/POZdomain	U3-containing90Spre-ribosomalcomplexsubunit
BAR_3--CNH	1	3.1675641431739e-05	BAR_3	CNH	BARdomainofAPPLfamily	CNHdomain
CAP_GLY--CNH	1	3.1675641431739e-05	CAP_GLY	CNH	CAP-Glydomain	CNHdomain
CIMR--CNH	1	3.1675641431739e-05	CIMR	CNH	Cation-independentmannose-6-phosphatereceptorrepeat	CNHdomain
c-SKI_SMAD_bind--CNH	1	3.1675641431739e-05	c-SKI_SMAD_bind	CNH	c-SKISmad4bindingdomain	CNHdomain
Abhydrolase_6--CN_hydrolase	1	3.1675641431739e-05	Abhydrolase_6	CN_hydrolase	Alpha/betahydrolasefamily	Carbon-nitrogenhydrolase
Adap_comp_sub--CN_hydrolase	1	3.1675641431739e-05	Adap_comp_sub	CN_hydrolase	Adaptorcomplexesmediumsubunitfamily	Carbon-nitrogenhydrolase
CBF_beta--COG4	1	3.1675641431739e-05	CBF_beta	COG4	Corebindingfactorbetasubunit	COG4transportprotein
Cation_ATPase--COG7	1	3.1675641431739e-05	Cation_ATPase	COG7	CationtransportATPase(P-type)	Golgicomplexcomponent7(COG7)
ASC--COLFI	1	3.1675641431739e-05	ASC	COLFI	Amiloride-sensitivesodiumchannel	FibrillarcollagenC-terminaldomain
CAMSAP_CH--COLFI	1	3.1675641431739e-05	CAMSAP_CH	COLFI	CAMSAPCHdomain	FibrillarcollagenC-terminaldomain
Cation_ATPase--COLFI	1	3.1675641431739e-05	Cation_ATPase	COLFI	CationtransportATPase(P-type)	FibrillarcollagenC-terminaldomain
Cation_ATPase_N--COLFI	1	3.1675641431739e-05	Cation_ATPase_N	COLFI	Cationtransporter/ATPase,N-terminus	FibrillarcollagenC-terminaldomain
CHGN--COMM_domain	1	3.1675641431739e-05	CHGN	COMM_domain	ChondroitinN-acetylgalactosaminyltransferase	COMMdomain
Biotin_carb_C--COP-gamma_platf	1	3.1675641431739e-05	Biotin_carb_C	COP-gamma_platf	BiotincarboxylaseC-terminaldomain	Coatomergammasubunitappendageplatformsubdomain
Biotin_carb_N--COP-gamma_platf	1	3.1675641431739e-05	Biotin_carb_N	COP-gamma_platf	Biotincarboxylase,N-terminaldomain	Coatomergammasubunitappendageplatformsubdomain
7tm_2--COPIIcoated_ERV	1	3.1675641431739e-05	7tm_2	COPIIcoated_ERV	7transmembranereceptor(Secretinfamily)	Endoplasmicreticulumvesicletransporter
ATP_synt_H--COPIIcoated_ERV	1	3.1675641431739e-05	ATP_synt_H	COPIIcoated_ERV	ATPsynthasesubunitH	Endoplasmicreticulumvesicletransporter
Atg8--COPIIcoated_ERV	1	3.1675641431739e-05	Atg8	COPIIcoated_ERV	AutophagyproteinAtg8ubiquitinlike	Endoplasmicreticulumvesicletransporter
Calx-beta--COPIIcoated_ERV	1	3.1675641431739e-05	Calx-beta	COPIIcoated_ERV	Calx-betadomain	Endoplasmicreticulumvesicletransporter
BAR--COX15-CtaA	1	3.1675641431739e-05	BAR	COX15-CtaA	BARdomain	Cytochromeoxidaseassemblyprotein
Band_7--COX15-CtaA	1	3.1675641431739e-05	Band_7	COX15-CtaA	SPFHdomain/Band7family	Cytochromeoxidaseassemblyprotein
C1_1--COX16	2	6.3351282863478e-05	C1_1	COX16	Phorbolesters/diacylglycerolbindingdomain(C1domain)	CytochromecoxidaseassemblyproteinCOX16
4HBT_2--COesterase	1	3.1675641431739e-05	4HBT_2	COesterase	Thioesterase-likesuperfamily	Carboxylesterasefamily
An_peroxidase--COesterase	1	3.1675641431739e-05	An_peroxidase	COesterase	Animalhaemperoxidase	Carboxylesterasefamily
Ank_2--COesterase	1	3.1675641431739e-05	Ank_2	COesterase	Ankyrinrepeats(3copies)	Carboxylesterasefamily
CLASP_N--CP2	1	3.1675641431739e-05	CLASP_N	CP2	CLASPNterminal	CP2transcriptionfactor
ADAM_CR--CPSF_A	1	3.1675641431739e-05	ADAM_CR	CPSF_A	ADAMcysteine-rich	CPSFAsubunitregion
AIP3--CPSase_L_D2	1	3.1675641431739e-05	AIP3	CPSase_L_D2	Actininteractingprotein3	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain
Adaptin_N--CPSase_L_D2	1	3.1675641431739e-05	Adaptin_N	CPSase_L_D2	AdaptinNterminalregion	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain
Arf--CPSase_L_D2	1	3.1675641431739e-05	Arf	CPSase_L_D2	ADP-ribosylationfactorfamily	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain
COP-gamma_platf--CPSase_L_D2	1	3.1675641431739e-05	COP-gamma_platf	CPSase_L_D2	Coatomergammasubunitappendageplatformsubdomain	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain
Coatomer_g_Cpla--CPSase_L_D2	1	3.1675641431739e-05	Coatomer_g_Cpla	CPSase_L_D2	Coatomersubunitgamma-1C-terminalappendageplatform	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain
C2--CPSase_sm_chain	1	3.1675641431739e-05	C2	CPSase_sm_chain	C2domain	Carbamoyl-phosphatesynthasesmallchain,CPSasedomain
BTB_2--CPT_N	2	6.3351282863478e-05	BTB_2	CPT_N	BTB/POZdomain	CarnitineO-palmitoyltransferaseN-terminus
Bromodomain--CPT_N	1	3.1675641431739e-05	Bromodomain	CPT_N	Bromodomain	CarnitineO-palmitoyltransferaseN-terminus
AAA_5--CRAL_TRIO	1	3.1675641431739e-05	AAA_5	CRAL_TRIO	AAAdomain(dynein-relatedsubfamily)	CRAL/TRIOdomain
AAA_6--CRAL_TRIO	1	3.1675641431739e-05	AAA_6	CRAL_TRIO	HydrolyticATPbindingsiteofdyneinmotorregion	CRAL/TRIOdomain
AAA_7--CRAL_TRIO	1	3.1675641431739e-05	AAA_7	CRAL_TRIO	P-loopcontainingdyneinmotorregion	CRAL/TRIOdomain
AAA_8--CRAL_TRIO	1	3.1675641431739e-05	AAA_8	CRAL_TRIO	P-loopcontainingdyneinmotorregionD4	CRAL/TRIOdomain
AAA_9--CRAL_TRIO	1	3.1675641431739e-05	AAA_9	CRAL_TRIO	ATP-bindingdyneinmotorregion	CRAL/TRIOdomain
Ank--CRAL_TRIO	1	3.1675641431739e-05	Ank	CRAL_TRIO	Ankyrinrepeat	CRAL/TRIOdomain
Ank_2--CRAL_TRIO	1	3.1675641431739e-05	Ank_2	CRAL_TRIO	Ankyrinrepeats(3copies)	CRAL/TRIOdomain
Ank_5--CRAL_TRIO	1	3.1675641431739e-05	Ank_5	CRAL_TRIO	Ankyrinrepeats(manycopies)	CRAL/TRIOdomain
B56--CRAL_TRIO	1	3.1675641431739e-05	B56	CRAL_TRIO	Proteinphosphatase2AregulatoryBsubunit(B56family)	CRAL/TRIOdomain
BAR_3--CRAL_TRIO	1	3.1675641431739e-05	BAR_3	CRAL_TRIO	BARdomainofAPPLfamily	CRAL/TRIOdomain
Cadherin--CRAL_TRIO	1	3.1675641431739e-05	Cadherin	CRAL_TRIO	Cadherindomain	CRAL/TRIOdomain
Cadherin_C--CRAL_TRIO	1	3.1675641431739e-05	Cadherin_C	CRAL_TRIO	Cadherincytoplasmicregion	CRAL/TRIOdomain
ABC_membrane--CRAL_TRIO_2	1	3.1675641431739e-05	ABC_membrane	CRAL_TRIO_2	ABCtransportertransmembraneregion	DivergentCRAL/TRIOdomain
ABC_tran--CRAL_TRIO_2	1	3.1675641431739e-05	ABC_tran	CRAL_TRIO_2	ABCtransporter	DivergentCRAL/TRIOdomain
ApoO--CRIC_ras_sig	1	3.1675641431739e-05	ApoO	CRIC_ras_sig	ApolipoproteinO	Connectorenhancerofkinasesuppressorofras
C1_1--CRIM	1	3.1675641431739e-05	C1_1	CRIM	Phorbolesters/diacylglycerolbindingdomain(C1domain)	SAPK-interactingprotein1(Sin1),middleCRIMdomain
BCAS2--CSD	1	3.1675641431739e-05	BCAS2	CSD	Breastcarcinomaamplifiedsequence2(BCAS2)	'Cold-shock'DNA-bindingdomain
CD52--CSD	1	3.1675641431739e-05	CD52	CSD	CAMPATH-1antigen	'Cold-shock'DNA-bindingdomain
AP_endonuc_2--CTF_NFI	1	3.1675641431739e-05	AP_endonuc_2	CTF_NFI	Xyloseisomerase-likeTIMbarrel	CTF/NF-Ifamilytranscriptionmodulationregion
CDK2AP--CTF_NFI	1	3.1675641431739e-05	CDK2AP	CTF_NFI	Cyclin-dependentkinase2-associatedprotein	CTF/NF-Ifamilytranscriptionmodulationregion
Calpain_III--CTF_NFI	1	3.1675641431739e-05	Calpain_III	CTF_NFI	Calpainlargesubunit,domainIII	CTF/NF-Ifamilytranscriptionmodulationregion
Calreticulin--CTF_NFI	1	3.1675641431739e-05	Calreticulin	CTF_NFI	Calreticulinfamily	CTF/NF-Ifamilytranscriptionmodulationregion
Cmyb_C--CTF_NFI	1	3.1675641431739e-05	Cmyb_C	CTF_NFI	C-myb,C-terminal	CTF/NF-Ifamilytranscriptionmodulationregion
BRK--CTNNB1_binding	1	3.1675641431739e-05	BRK	CTNNB1_binding	BRKdomain	N-terminalCTNNB1binding
Chromo--CTNNB1_binding	1	3.1675641431739e-05	Chromo	CTNNB1_binding	Chromo(CHRromatinOrganisationMOdifier)domain	N-terminalCTNNB1binding
Choline_kinase--CTP_transf_3	1	3.1675641431739e-05	Choline_kinase	CTP_transf_3	Choline/ethanolaminekinase	Cytidylyltransferase
Aa_trans--CTP_transf_like	1	3.1675641431739e-05	Aa_trans	CTP_transf_like	Transmembraneaminoacidtransporterprotein	Cytidylyltransferase-like
CCDC50_N--CTP_transf_like	1	3.1675641431739e-05	CCDC50_N	CTP_transf_like	Coiled-coildomain-containingprotein50N-terminus	Cytidylyltransferase-like
bZIP_1--CTP_transf_like	1	3.1675641431739e-05	bZIP_1	CTP_transf_like	bZIPtranscriptionfactor	Cytidylyltransferase-like
APP_amyloid--CUB	1	3.1675641431739e-05	APP_amyloid	CUB	Beta-amyloidprecursorproteinC-terminus	CUBdomain
Ank--CUB	1	3.1675641431739e-05	Ank	CUB	Ankyrinrepeat	CUBdomain
Ank_2--CUB	1	3.1675641431739e-05	Ank_2	CUB	Ankyrinrepeats(3copies)	CUBdomain
Ank_4--CUB	1	3.1675641431739e-05	Ank_4	CUB	Ankyrinrepeats(manycopies)	CUBdomain
Ank_5--CUB	1	3.1675641431739e-05	Ank_5	CUB	Ankyrinrepeats(manycopies)	CUBdomain
Apt1--CUB	1	3.1675641431739e-05	Apt1	CUB	Golgi-bodylocalisationproteindomain	CUBdomain
BRK--CUB	1	3.1675641431739e-05	BRK	CUB	BRKdomain	CUBdomain
CLPTM1--CUB	1	3.1675641431739e-05	CLPTM1	CUB	Cleftlipandpalatetransmembraneprotein1(CLPTM1)	CUBdomain
Cadherin--CUB	1	3.1675641431739e-05	Cadherin	CUB	Cadherindomain	CUBdomain
Chromo--CUB	1	3.1675641431739e-05	Chromo	CUB	Chromo(CHRromatinOrganisationMOdifier)domain	CUBdomain
CoA_transf_3--CUB	1	3.1675641431739e-05	CoA_transf_3	CUB	CoA-transferasefamilyIII	CUBdomain
Cpn60_TCP1--CUB	1	3.1675641431739e-05	Cpn60_TCP1	CUB	TCP-1/cpn60chaperoninfamily	CUBdomain
Clat_adaptor_s--CUE	1	3.1675641431739e-05	Clat_adaptor_s	CUE	Clathrinadaptorcomplexsmallchain	CUEdomain
C1_1--CUT	1	3.1675641431739e-05	C1_1	CUT	Phorbolesters/diacylglycerolbindingdomain(C1domain)	CUTdomain
Collagen--CUT	1	3.1675641431739e-05	Collagen	CUT	Collagentriplehelixrepeat(20copies)	CUTdomain
C1_1--CUTL	1	3.1675641431739e-05	C1_1	CUTL	Phorbolesters/diacylglycerolbindingdomain(C1domain)	CUT1-likeDNA-bindingdomainofSATB
Chorein_N--CXCXC	1	3.1675641431739e-05	Chorein_N	CXCXC	N-terminalregionofChoreinorVPS13	CXCXCrepeat
Ank_2--CYSTM	1	3.1675641431739e-05	Ank_2	CYSTM	Ankyrinrepeats(3copies)	Cysteine-richTMmodulestresstolerance
APP_Cu_bd--CYYR1	1	3.1675641431739e-05	APP_Cu_bd	CYYR1	Copper-bindingofamyloidprecursor,CuBD	Cysteineandtyrosine-richprotein1
APP_E2--CYYR1	1	3.1675641431739e-05	APP_E2	CYYR1	E2domainofamyloidprecursorprotein	Cysteineandtyrosine-richprotein1
APP_N--CYYR1	1	3.1675641431739e-05	APP_N	CYYR1	AmyloidA4N-terminalheparin-binding	Cysteineandtyrosine-richprotein1
Ank_2--CaM_bdg_C0	1	3.1675641431739e-05	Ank_2	CaM_bdg_C0	Ankyrinrepeats(3copies)	Calmodulin-bindingdomainC0ofNMDAreceptorNR1subunit
Ank_4--CaM_bdg_C0	1	3.1675641431739e-05	Ank_4	CaM_bdg_C0	Ankyrinrepeats(manycopies)	Calmodulin-bindingdomainC0ofNMDAreceptorNR1subunit
BAR--Ca_chan_IQ	1	3.1675641431739e-05	BAR	Ca_chan_IQ	BARdomain	VoltagegatedcalciumchannelIQdomain
ARA70--Cadherin	1	3.1675641431739e-05	ARA70	Cadherin	Nuclearcoactivator	Cadherindomain
C1_1--Cadherin	2	6.3351282863478e-05	C1_1	Cadherin	Phorbolesters/diacylglycerolbindingdomain(C1domain)	Cadherindomain
C2--Cadherin	1	3.1675641431739e-05	C2	Cadherin	C2domain	Cadherindomain
CABIT--Cadherin	1	3.1675641431739e-05	CABIT	Cadherin	Cell-cyclesustaining,positiveselection,	Cadherindomain
bZIP_1--Cadherin	1	3.1675641431739e-05	bZIP_1	Cadherin	bZIPtranscriptionfactor	Cadherindomain
C2--Cadherin-like	1	3.1675641431739e-05	C2	Cadherin-like	C2domain	Cadherin-likebetasandwichdomain
C1_1--Cadherin_C	2	6.3351282863478e-05	C1_1	Cadherin_C	Phorbolesters/diacylglycerolbindingdomain(C1domain)	Cadherincytoplasmicregion
C2--Cadherin_C	1	3.1675641431739e-05	C2	Cadherin_C	C2domain	Cadherincytoplasmicregion
CABIT--Cadherin_C	1	3.1675641431739e-05	CABIT	Cadherin_C	Cell-cyclesustaining,positiveselection,	Cadherincytoplasmicregion
bZIP_1--Cadherin_C	1	3.1675641431739e-05	bZIP_1	Cadherin_C	bZIPtranscriptionfactor	Cadherincytoplasmicregion
7tm_1--Cadherin_pro	1	3.1675641431739e-05	7tm_1	Cadherin_pro	7transmembranereceptor(rhodopsinfamily)	Cadherinprodomainlike
APP_N--Calcipressin	1	3.1675641431739e-05	APP_N	Calcipressin	AmyloidA4N-terminalheparin-binding	Calcipressin
BAR_3--Calpain_inhib	1	3.1675641431739e-05	BAR_3	Calpain_inhib	BARdomainofAPPLfamily	Calpaininhibitor
AAA_33--Calponin	1	3.1675641431739e-05	AAA_33	Calponin	AAAdomain	Calponinfamilyrepeat
Actin--Calponin	1	3.1675641431739e-05	Actin	Calponin	Actin	Calponinfamilyrepeat
AATF-Che1--Carboxyl_trans	1	3.1675641431739e-05	AATF-Che1	Carboxyl_trans	Apoptosisantagonizingtranscriptionfactor	Carboxyltransferasedomain
AIP3--Carboxyl_trans	1	3.1675641431739e-05	AIP3	Carboxyl_trans	Actininteractingprotein3	Carboxyltransferasedomain
BTB_2--Carn_acyltransf	2	6.3351282863478e-05	BTB_2	Carn_acyltransf	BTB/POZdomain	Choline/Carnitineo-acyltransferase
Bromodomain--Caskin-Pro-rich	1	3.1675641431739e-05	Bromodomain	Caskin-Pro-rich	Bromodomain	ProlinerichregionofCaskinproteins
Bromodomain--Caskin-tail	1	3.1675641431739e-05	Bromodomain	Caskin-tail	Bromodomain	C-terminalregionofCaskin
Bromodomain--Caskin1-CID	1	3.1675641431739e-05	Bromodomain	Caskin1-CID	Bromodomain	Caskin1CASK-interactiondomain
C2--Cast	1	3.1675641431739e-05	C2	Cast	C2domain	RIM-bindingproteinofthecytomatrixactivezone
3HCDH--Cation_ATPase	1	3.1675641431739e-05	3HCDH	Cation_ATPase	3-hydroxyacyl-CoAdehydrogenase,C-terminaldomain	CationtransportATPase(P-type)
ABC_membrane--Cation_ATPase	1	3.1675641431739e-05	ABC_membrane	Cation_ATPase	ABCtransportertransmembraneregion	CationtransportATPase(P-type)
Acetyltransf_1--Cation_ATPase	1	3.1675641431739e-05	Acetyltransf_1	Cation_ATPase	Acetyltransferase(GNAT)family	CationtransportATPase(P-type)
adh_short--Cation_ATPase	1	3.1675641431739e-05	adh_short	Cation_ATPase	shortchaindehydrogenase	CationtransportATPase(P-type)
Ank_2--Cbl_N	1	3.1675641431739e-05	Ank_2	Cbl_N	Ankyrinrepeats(3copies)	CBLproto-oncogeneN-terminaldomain1
C2--Cbl_N	1	3.1675641431739e-05	C2	Cbl_N	C2domain	CBLproto-oncogeneN-terminaldomain1
Ank_2--Cbl_N2	1	3.1675641431739e-05	Ank_2	Cbl_N2	Ankyrinrepeats(3copies)	CBLproto-oncogeneN-terminus,EFhand-likedomain
C2--Cbl_N2	1	3.1675641431739e-05	C2	Cbl_N2	C2domain	CBLproto-oncogeneN-terminus,EFhand-likedomain
C2--Cbl_N3	1	3.1675641431739e-05	C2	Cbl_N3	C2domain	CBLproto-oncogeneN-terminus,SH2-likedomain
Abhydrolase_6--Ceramidase	1	3.1675641431739e-05	Abhydrolase_6	Ceramidase	Alpha/betahydrolasefamily	Ceramidase
Atg14--Ceramidase	1	3.1675641431739e-05	Atg14	Ceramidase	Vacuolarsorting38andautophagy-relatedsubunit14	Ceramidase
Cadherin--Choline_kinase	1	3.1675641431739e-05	Cadherin	Choline_kinase	Cadherindomain	Choline/ethanolaminekinase
ABC_tran--Choline_transpo	1	3.1675641431739e-05	ABC_tran	Choline_transpo	ABCtransporter	Plasma-membranecholinetransporter
C2--Choline_transpo	1	3.1675641431739e-05	C2	Choline_transpo	C2domain	Plasma-membranecholinetransporter
AKAP7_RIRII_bdg--Chorein_N	1	3.1675641431739e-05	AKAP7_RIRII_bdg	Chorein_N	PKA-RI-RIIsubunitbindingdomainofA-kinaseanchorprotein	N-terminalregionofChoreinorVPS13
ATG11--Chorein_N	1	3.1675641431739e-05	ATG11	Chorein_N	Autophagy-relatedprotein11	N-terminalregionofChoreinorVPS13
Amidohydro_1--Chorein_N	1	3.1675641431739e-05	Amidohydro_1	Chorein_N	Amidohydrolasefamily	N-terminalregionofChoreinorVPS13
Ank_2--Chorein_N	2	6.3351282863478e-05	Ank_2	Chorein_N	Ankyrinrepeats(3copies)	N-terminalregionofChoreinorVPS13
CD20--Chorein_N	1	3.1675641431739e-05	CD20	Chorein_N	CD20-likefamily	N-terminalregionofChoreinorVPS13
Cadherin--Chorein_N	1	3.1675641431739e-05	Cadherin	Chorein_N	Cadherindomain	N-terminalregionofChoreinorVPS13
Choline_transpo--Chorein_N	1	3.1675641431739e-05	Choline_transpo	Chorein_N	Plasma-membranecholinetransporter	N-terminalregionofChoreinorVPS13
bZIP_Maf--Chromo	1	3.1675641431739e-05	bZIP_Maf	Chromo	bZIPMaftranscriptionfactor	Chromo(CHRromatinOrganisationMOdifier)domain
Cation_ATPase--CitMHS	1	3.1675641431739e-05	Cation_ATPase	CitMHS	CationtransportATPase(P-type)	Citratetransporter
Cation_ATPase_N--Clusterin	1	3.1675641431739e-05	Cation_ATPase_N	Clusterin	Cationtransporter/ATPase,N-terminus	Clusterin
ANF_receptor--Cnn_1N	1	3.1675641431739e-05	ANF_receptor	Cnn_1N	Receptorfamilyligandbindingregion	CentrosominN-terminalmotif1
CaM_bdg_C0--Cnn_1N	1	3.1675641431739e-05	CaM_bdg_C0	Cnn_1N	Calmodulin-bindingdomainC0ofNMDAreceptorNR1subunit	CentrosominN-terminalmotif1
7tm_4--CoA_trans	1	3.1675641431739e-05	7tm_4	CoA_trans	Olfactoryreceptor	CoenzymeAtransferase
14-3-3--CoA_transf_3	1	3.1675641431739e-05	14-3-3	CoA_transf_3	14-3-3protein	CoA-transferasefamilyIII
Aa_trans--CoA_transf_3	4	0.000126702565726956	Aa_trans	CoA_transf_3	Transmembraneaminoacidtransporterprotein	CoA-transferasefamilyIII
Acyltransferase--CoA_transf_3	1	3.1675641431739e-05	Acyltransferase	CoA_transf_3	Acyltransferase	CoA-transferasefamilyIII
Arm_2--CoA_transf_3	1	3.1675641431739e-05	Arm_2	CoA_transf_3	Armadillo-like	CoA-transferasefamilyIII
Branch--CoA_transf_3	4	0.000126702565726956	Branch	CoA_transf_3	Core-2/I-Branchingenzyme	CoA-transferasefamilyIII
Cation_efflux--CoA_transf_3	3	9.5026924295217e-05	Cation_efflux	CoA_transf_3	Cationeffluxfamily	CoA-transferasefamilyIII
Biotin_carb_C--Coatomer_g_Cpla	1	3.1675641431739e-05	Biotin_carb_C	Coatomer_g_Cpla	BiotincarboxylaseC-terminaldomain	Coatomersubunitgamma-1C-terminalappendageplatform
Biotin_carb_N--Coatomer_g_Cpla	1	3.1675641431739e-05	Biotin_carb_N	Coatomer_g_Cpla	Biotincarboxylase,N-terminaldomain	Coatomersubunitgamma-1C-terminalappendageplatform
Alg6_Alg8--Cohesin_HEAT	1	3.1675641431739e-05	Alg6_Alg8	Cohesin_HEAT	ALG6,ALG8glycosyltransferasefamily	HEATrepeatassociatedwithsisterchromatidcohesion
Alpha-amylase--Colipase	3	9.5026924295217e-05	Alpha-amylase	Colipase	Alphaamylase,catalyticdomain	Colipase,N-terminaldomain
Alpha-amylase_C--Colipase	3	9.5026924295217e-05	Alpha-amylase_C	Colipase	Alphaamylase,C-terminalall-betadomain	Colipase,N-terminaldomain
1-cysPrx_C--Collagen	1	3.1675641431739e-05	1-cysPrx_C	Collagen	C-terminaldomainof1-Cysperoxiredoxin	Collagentriplehelixrepeat(20copies)
ABC_membrane--Collagen	1	3.1675641431739e-05	ABC_membrane	Collagen	ABCtransportertransmembraneregion	Collagentriplehelixrepeat(20copies)
ABC_tran--Collagen	1	3.1675641431739e-05	ABC_tran	Collagen	ABCtransporter	Collagentriplehelixrepeat(20copies)
ASC--Collagen	1	3.1675641431739e-05	ASC	Collagen	Amiloride-sensitivesodiumchannel	Collagentriplehelixrepeat(20copies)
Activin_recp--Collagen	1	3.1675641431739e-05	Activin_recp	Collagen	ActivintypesIandIIreceptordomain	Collagentriplehelixrepeat(20copies)
AhpC-TSA--Collagen	1	3.1675641431739e-05	AhpC-TSA	Collagen	AhpC/TSAfamily	Collagentriplehelixrepeat(20copies)
BRCT--Collagen	1	3.1675641431739e-05	BRCT	Collagen	BRCA1CTerminus(BRCT)domain	Collagentriplehelixrepeat(20copies)
CAMSAP_CH--Collagen	1	3.1675641431739e-05	CAMSAP_CH	Collagen	CAMSAPCHdomain	Collagentriplehelixrepeat(20copies)
CarboxypepD_reg--Collagen	1	3.1675641431739e-05	CarboxypepD_reg	Collagen	Carboxypeptidaseregulatory-likedomain	Collagentriplehelixrepeat(20copies)
Cation_ATPase--Collagen	1	3.1675641431739e-05	Cation_ATPase	Collagen	CationtransportATPase(P-type)	Collagentriplehelixrepeat(20copies)
Cation_ATPase_N--Collagen	1	3.1675641431739e-05	Cation_ATPase_N	Collagen	Cationtransporter/ATPase,N-terminus	Collagentriplehelixrepeat(20copies)
Chibby--Collagen	1	3.1675641431739e-05	Chibby	Collagen	Chibbyfamily	Collagentriplehelixrepeat(20copies)
C2--Condensin2nSMC	1	3.1675641431739e-05	C2	Condensin2nSMC	C2domain	CondensinIInonstructuralmaintenanceofchromosomessubunit
ATP-grasp_2--CortBP2	1	3.1675641431739e-05	ATP-grasp_2	CortBP2	ATP-graspdomain	Cortactin-bindingprotein-2
CH--Cpn60_TCP1	1	3.1675641431739e-05	CH	Cpn60_TCP1	Calponinhomology(CH)domain	TCP-1/cpn60chaperoninfamily
Bromo_TP--Crisp	1	3.1675641431739e-05	Bromo_TP	Crisp	Bromodomainassociated	Crisp
C2--Ctr	1	3.1675641431739e-05	C2	Ctr	C2domain	Ctrcoppertransporterfamily
COMM_domain--Cu-oxidase	1	3.1675641431739e-05	COMM_domain	Cu-oxidase	COMMdomain	Multicopperoxidase
COMM_domain--Cu-oxidase_2	1	3.1675641431739e-05	COMM_domain	Cu-oxidase_2	COMMdomain	Multicopperoxidase
COMM_domain--Cu-oxidase_3	1	3.1675641431739e-05	COMM_domain	Cu-oxidase_3	COMMdomain	Multicopperoxidase
AIG1--Cullin	2	6.3351282863478e-05	AIG1	Cullin	AIG1family	Cullinfamily
CCDC50_N--Cullin_binding	1	3.1675641431739e-05	CCDC50_N	Cullin_binding	Coiled-coildomain-containingprotein50N-terminus	Cullinbinding
Cation_efflux--Cyclin_C	1	3.1675641431739e-05	Cation_efflux	Cyclin_C	Cationeffluxfamily	Cyclin,C-terminaldomain
Amidohydro_2--Cyclin_N	3	9.5026924295217e-05	Amidohydro_2	Cyclin_N	Amidohydrolase	Cyclin,N-terminaldomain
Cation_efflux--Cyclin_N	1	3.1675641431739e-05	Cation_efflux	Cyclin_N	Cationeffluxfamily	Cyclin,N-terminaldomain
7tm_3--Cystatin	2	6.3351282863478e-05	7tm_3	Cystatin	7transmembranesweet-tastereceptorof3GCPR	Cystatindomain
ANF_receptor--Cystatin	2	6.3351282863478e-05	ANF_receptor	Cystatin	Receptorfamilyligandbindingregion	Cystatindomain
Beach--Cyt-b5	1	3.1675641431739e-05	Beach	Cyt-b5	Beige/BEACHdomain	Cytochromeb5-likeHeme/Steroidbindingdomain
Calpain_III--Cyt-b5	1	3.1675641431739e-05	Calpain_III	Cyt-b5	Calpainlargesubunit,domainIII	Cytochromeb5-likeHeme/Steroidbindingdomain
Cofilin_ADF--Cyt-b5	1	3.1675641431739e-05	Cofilin_ADF	Cyt-b5	Cofilin/tropomyosin-typeactin-bindingprotein	Cytochromeb5-likeHeme/Steroidbindingdomain
C1_1--DAGK_cat	2	6.3351282863478e-05	C1_1	DAGK_cat	Phorbolesters/diacylglycerolbindingdomain(C1domain)	Diacylglycerolkinasecatalyticdomain
Cadherin--DAG_kinase_N	1	3.1675641431739e-05	Cadherin	DAG_kinase_N	Cadherindomain	DiacylglycerolkinaseN-terminus
Cadherin_C--DAG_kinase_N	1	3.1675641431739e-05	Cadherin_C	DAG_kinase_N	Cadherincytoplasmicregion	DiacylglycerolkinaseN-terminus
CTF_NFI--DAN	2	6.3351282863478e-05	CTF_NFI	DAN	CTF/NF-Ifamilytranscriptionmodulationregion	DANdomain
ACC_central--DAO	1	3.1675641431739e-05	ACC_central	DAO	Acetyl-CoAcarboxylase,centralregion	FADdependentoxidoreductase
Biotin_carb_C--DAO	1	3.1675641431739e-05	Biotin_carb_C	DAO	BiotincarboxylaseC-terminaldomain	FADdependentoxidoreductase
Biotin_carb_N--DAO	1	3.1675641431739e-05	Biotin_carb_N	DAO	Biotincarboxylase,N-terminaldomain	FADdependentoxidoreductase
Biotin_lipoyl--DAO	1	3.1675641431739e-05	Biotin_lipoyl	DAO	Biotin-requiringenzyme	FADdependentoxidoreductase
CPSase_L_D2--DAO	1	3.1675641431739e-05	CPSase_L_D2	DAO	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain	FADdependentoxidoreductase
CTP_transf_like--DAO	1	3.1675641431739e-05	CTP_transf_like	DAO	Cytidylyltransferase-like	FADdependentoxidoreductase
