Name,SK,Group,Family,Subfamily,Pseudogene?,Header,Entrez_GeneID,RefSeq cDNA (Jan 07),Refseq mRNA,gi_mRNA,Refseq protein,gi_protein,Old_Name,Entrez_Symbol,Entrez_Synonyms,Entrez_dbXrefs,Entrez_Chromosome,Entrez_map_location,Entrez_symbol_from_nomenclature_authority
LTK,SK209,TK,ALK,,N,TK_Alk__SK209_LTK,4058,NM_002344,NM_002344.3,46249417,NP_002335.2,42544153,LTK,LTK,TYK1,HGNC:6721|MIM:151520|HPRD:01052,15,15q15.1-q21.1,LTK
AXL,SK044,TK,Axl,,N,TK_Axl__SK044_AXL,558,NM_001699,NM_001699.3,21536467,NP_001690.2,21536468,AXL,AXL,UFO,HGNC:905|MIM:109135|HPRD:00171,19,19q13.1,AXL
TYRO3,SK386,TK,Axl,,N,TK_Axl__SK386_TYRO3,7301,NM_006293,NM_006293.2,27597077,NP_006284.2,27597078,TYRO3,TYRO3,BYK|Brt|Dtk|RSE|Sky|Tif,HGNC:12446|MIM:600341|HPRD:02641,15,15q15.1-q21.1,TYRO3
MER,SK226,TK,Axl,,N,TK_Axl__SK226_MER,10461,NM_006343,NM_006343.2,66932917,NP_006334.2,66932918,MER,MERTK,MER|MGC133349|c-mer,HGNC:7027|MIM:604705|HPRD:05269,2,2q14.1,MERTK
CCK4,SK411,TK,CCK4,,N,TK_CCK4__SK411_CCK4,5754,NM_002821,NM_002821.3,27886610,NP_002812.2,15826840,CCK4,PTK7,CCK4,HGNC:9618|MIM:601890|HPRD:03534,6,6p21.1-p12.2,PTK7
CSK,SK095,TK,Csk,,N,TK_Csk__SK095_CSK,1445,NM_004383,NM_004383.1,4758077,NP_004374.1,4758078,CSK,CSK,MGC117393,HGNC:2444|MIM:124095|HPRD:00496,15,15q23-q25,CSK
CTK,SK418,TK,Csk,,N,TK_Csk__SK418_CTK,4145,NM_139355,NM_139355.2,111159469,NP_647612.1,21450846,CTK,MATK,CHK|CTK|DKFZp434N1212|HHYLTK|HYL|HYLTK|Lsk|MGC1708|MGC2101,HGNC:6906|MIM:600038|HPRD:02496,19,19p13.3,MATK
DDR1,SK400,TK,DDR,,N,TK_DDR__SK400_DDR1,780,NM_001954,NM_001954.4,114520614,NP_001945.3,38327632,DDR1,DDR1,CAK|CD167|DDR|EDDR1|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE,HGNC:2730|MIM:600408|HPRD:02678,6,6p21.3,DDR1
DDR2,SK410,TK,DDR,,N,TK_DDR__SK410_DDR2,4921,NM_006182,NM_006182.2,62420883,NP_006173.2,62420884,DDR2,DDR2,MIG20a|NTRKR3|TKT|TYRO10,HGNC:2731|MIM:191311|HPRD:01868,1,1q12-q23,DDR2
EGFR,SK118,TK,EGFR,,N,TK_EGFR__SK118_EGFR,1956,NM_005228,NM_005228.3,41327737,NP_005219.2,29725609,EGFR,EGFR,ERBB|ERBB1|mENA,HGNC:3236|MIM:131550|HPRD:00579,7,7p12,EGFR
ErbB2,SK166,TK,EGFR,,N,TK_EGFR__SK166_HER2,2064,NM_004448,NM_004448.2,54792095,NP_004439.2,54792096,ErbB2,ERBB2,HER-2|HER-2/neu|HER2|NEU|NGL|TKR1|c-erb B2,HGNC:3430|MIM:164870|HPRD:01281,17,17q11.2-q12|17q21.1,ERBB2
ErbB3,SK167,TK,EGFR,,N,TK_EGFR__SK167_HER3,2065,NM_001982,NM_001982.2,54792099,NP_001973.2,54792100,ErbB3,ERBB3,ErbB-3|HER3|MDA-BF-1|MGC88033|c-erbB-3|c-erbB3|erbB3-S|p180-ErbB3|p45-sErbB3|p85-sErbB3,HGNC:3431|MIM:190151|HPRD:01820,12,12q13,ERBB3
ErbB4,SK168,TK,EGFR,,N,TK_EGFR__SK168_HER4,2066,NM_005235,NM_005235.2,110825959,NP_005226.1,4885215,ErbB4,ERBB4,HER4|MGC138404|p180erbB4,HGNC:3432|MIM:600543|HPRD:02767,2,2q33.3-q34,ERBB4
EphA2,SK122,TK,Eph,,N,TK_Eph__SK122_EphA2,1969,NM_004431,NM_004431.2,32967310,NP_004422.2,32967311,EphA2,EPHA2,ECK,HGNC:3386|MIM:176946|HPRD:01494,1,1p36,EPHA2
EphA1,SK121,TK,Eph,,N,TK_Eph__SK121_EphA1,2041,NM_005232,NM_005232.3,56119206,NP_005223.3,56119207,EphA1,EPHA1,EPH|EPHT|EPHT1|MGC163163,HGNC:3385|MIM:179610|HPRD:01554,7,7q34,EPHA1
EphA3,SK123,TK,Eph,,N,TK_Eph__SK123_EphA3,2042,NM_005233,NM_005233.3,32967312,NP_005224.2,21361241,EphA3,EPHA3,ETK|ETK1|HEK|HEK4|TYRO4,HGNC:3387|MIM:179611|HPRD:01555,3,3p11.2,EPHA3
EphA4,SK124,TK,Eph,,N,TK_Eph__SK124_EphA4,2043,NM_004438,NM_004438.3,45439363,NP_004429.1,4758280,EphA4,EPHA4,HEK8|SEK|TYRO1,HGNC:3388|MIM:602188|HPRD:03719,2,2q36.1,EPHA4
EphA5,SK125,TK,Eph,,N,TK_Eph__SK125_EphA5,2044,NM_004439,NM_004439.4,56119208,NP_004430.3,56119209,EphA5,EPHA5,CEK7|EHK1|HEK7|TYRO4,HGNC:3389|MIM:600004|HPRD:02474,4,4q13.1,EPHA5
EphA7,SK416,TK,Eph,,N,TK_Eph__SK416_EphA7,2045,NM_004440,NM_004440.2,32967320,NP_004431.1,4758282,EphA7,EPHA7,EHK3|HEK11,HGNC:3390|MIM:602190|HPRD:03721,6,6q16.1,EPHA7
EphA8,SK126,TK,Eph,,N,TK_Eph__SK126_EphA8,2046,NM_020526,NM_020526.3,55774976,NP_065387.1,10140845,EphA8,EPHA8,EEK|HEK3|KIAA1459,HGNC:3391|MIM:176945|HPRD:01493,1,1p36.12,EPHA8
EphB1,SK127,TK,Eph,,N,TK_Eph__SK127_EphB1,2047,NM_004441,NM_004441.3,55770893,NP_004432.1,4758284,EphB1,EPHB1,ELK|EPHT2|FLJ37986|Hek6|NET,HGNC:3392|MIM:600600|HPRD:02790,3,3q21-q23,EPHB1
EphB2,SK128,TK,Eph,,N,TK_Eph__SK128_EphB2,2048,NM_017449,NM_017449.3,111118977,NP_059145.2,111118978,EphB2,EPHB2,CAPB|DRT|EPHT3|ERK|Hek5|MGC87492|PCBC|Tyro5,HGNC:3393|MIM:600997|HPRD:02997,1,1p36.1-p35,EPHB2
EphB3,SK129,TK,Eph,,N,TK_Eph__SK129_EphB3,2049,NM_004443,NM_004443.3,33598961,NP_004434.2,17975768,EphB3,EPHB3,ETK2|HEK2|TYRO6,HGNC:3394|MIM:601839|HPRD:03502,3,3q21-qter,EPHB3
EphB4,SK130,TK,Eph,,N,TK_Eph__SK130_EphB4,2050,NM_004444,NM_004444.4,55774978,NP_004435.3,32528301,EphB4,EPHB4,HTK|MYK1|TYRO11,HGNC:3395|MIM:600011|HPRD:02481,7,7q22,EPHB4
EphB6,SK132,TK,Eph,,N,TK_Eph__SK132_EphB6,2051,NM_004445,NM_004445.2,56119211,NP_004436.1,4758292,EphB6,EPHB6,HEP|MGC129910|MGC129911,HGNC:3396|MIM:602757|HPRD:04133,7,7q33-q35,EPHB6
EphA10,SK627,TK,Eph,,N,TK_Eph__SK627_EphA10,284656,NM_001004338,NM_001004338.1,51972251,NP_001004338.1,51972252,EphA10,EPHA10,FLJ16103|FLJ33655|MGC43817,HGNC:19987|HPRD:08163,1,1p34.3,EPHA10
EphA6,SK646,TK,Eph,,N,TK_Eph__SK646_EphA6,285220,XM_001126591,XM_001126591.1,113415140,XP_001126591.1,113415141,EphA6,EPHA6,DKFZp434C1418|EPA6|FLJ35246|PRO57066,HGNC:19296,3,3q11.2,EPHA6
PYK2,SK424,TK,FAK,,N,TK_FAK__SK424_PYK2,2185,NM_004103,NM_004103.3,27886583,NP_004094.3,27886584,PYK2,PTK2B,CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK,HGNC:9612|MIM:601212|HPRD:03131,8,8p21.1,PTK2B
FAK,SK138,TK,FAK,,N,TK_FAK__SK138_FAK,5747,NM_153831,NM_153831.2,27886591,NP_722560.1,24476013,FAK,PTK2,FADK|FAK|FAK1|pp125FAK,HGNC:9611|MIM:600758|HPRD:02859,8,8q24-qter,PTK2
FER,SK140,TK,Fer,,N,TK_Fer__SK140_FER,2241,NM_005246,NM_005246.2,119964720,NP_005237.2,119964721,FER,FER,TYK3,HGNC:3655|MIM:176942|HPRD:01491,5,5q21,FER
FES,SK142,TK,Fer,,N,TK_Fer__SK142_FES,2242,NM_002005,NM_002005.2,13376997,NP_001996.1,4503687,FES,FES,FPS,HGNC:3657|MIM:190030|HPRD:01814,15,15q26.1,FES
FGFR1,SK143,TK,FGFR,,N,TK_FGFR__SK143_FGFR1,2260,NM_015850,NM_015850.3,105990515,NP_056934.2,13186251,FGFR1,FGFR1,BFGFR|CD331|CEK|FGFBR|FLG|FLT2|HBGFR|KAL2|N-SAM,HGNC:3688|MIM:136350|HPRD:00634,8,8p11.2-p11.1,FGFR1
FGFR3,SK145,TK,FGFR,,N,TK_FGFR__SK145_FGFR3,2261,NM_000142,NM_000142.2,13112046,NP_000133.1,4503711,FGFR3,FGFR3,ACH|CD333|CEK2|HSFGFR3EX|JTK4,HGNC:3690|MIM:134934|HPRD:00624,4,4p16.3,FGFR3
FGFR2,SK144,TK,FGFR,,N,TK_FGFR__SK144_FGFR2,2263,NM_000141,NM_000141.3,108773802,NP_000132.1,4503709,FGFR2,FGFR2,BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25,HGNC:3689|MIM:176943|HPRD:01492,10,10q26,FGFR2
FGFR4,SK147,TK,FGFR,,N,TK_FGFR__SK147_FGFR4,2264,NM_002011,NM_002011.3,47524172,NP_002002.3,47524173,FGFR4,FGFR4,CD334|JTK2|MGC20292|TKF,HGNC:3691|MIM:134935|HPRD:00625,5,5q35.1-qter,FGFR4
IGF1R,SK174,TK,InsR,,N,TK_InsR__SK174_IGF1R,3480,NM_000875,NM_000875.3,119220593,NP_000866.1,4557665,IGF1R,IGF1R,CD221|IGFIR|JTK13|MGC142170|MGC142172|MGC18216,HGNC:5465|MIM:147370|HPRD:00932,15,15q26.3,IGF1R
INSR,SK178,TK,InsR,,N,TK_InsR__SK178_INSR,3643,NM_000208,NM_000208.2,119395735,NP_000199.2,119395736,INSR,INSR,CD220|HHF5,HGNC:6091|MIM:147670|HPRD:00975,19,19p13.3-p13.2,INSR
IRR,SK183,TK,InsR,,N,TK_InsR__SK183_IRR,3645,NM_014215,NM_014215.1,31657139,NP_055030.1,31657140,IRR,INSRR,IRR,HGNC:6093|MIM:147671|HPRD:00976,1,1q21-q23,INSRR
JAK1,SK185,TK,JakA,,N,TK_JakA__SK185_JAK1,3716,NM_002227,NM_002227.2,102469033,NP_002218.2,102469034,JAK1,JAK1,JAK1A|JAK1B,HGNC:6190|MIM:147795|HPRD:00992,1,1p32.3-p31.3,JAK1
JAK2,SK186,TK,JakA,,N,TK_JakA__SK186_JAK2,3717,NM_004972,NM_004972.2,13325062,NP_004963.1,4826776,JAK2,JAK2,-,HGNC:6192|MIM:147796|HPRD:00993,9,9p24,JAK2
JAK3,SK187,TK,JakA,,N,TK_JakA__SK187_JAK3,3718,NM_000215,NM_000215.2,47157314,NP_000206.2,47157315,JAK3,JAK3,JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK,HGNC:6193|MIM:600173|HPRD:02547,19,19p13.1,JAK3
TYK2,SK385,TK,JakA,,N,TK_JakA__SK385_TYK2,7297,NM_003331,NM_003331.3,34222294,NP_003322.2,31543838,TYK2,TYK2,JTK1,HGNC:12440|MIM:176941|HPRD:01490,19,19p13.2,TYK2
LMR1,SK413,TK,Lmr,,N,TK_Lmr__SK413_LMR1,9625,NM_001080395,NM_001080395.1,122937190,NP_001073864.1,122937191,LMR1,AATK,AATYK|KIAA0641|LMR1|LMTK1,HGNC:21|MIM:605276|HPRD:05591,17,17q25.3,AATK
LMR2,SK414,TK,Lmr,,N,TK_Lmr__SK414_LMR2,22853,NM_014916,NM_014916.2,38016936,NP_055731.2,38016937,LMR2,LMTK2,AATYK2|BREK|KIAA1079|KPI-2|KPI2|LMR2|cprk,HGNC:17880|HPRD:13994,7,7q21.3,LMTK2
LMR3,SK415,TK,Lmr,,N,TK_Lmr__SK415_LMR3,114783,XM_936372,XM_936372.2,113428681,XP_941465.1,89057561,LMR3,LMTK3,KIAA1883|LMR3|TYKLM3,HGNC:19295,19,19q13.32,LMTK3
MET,SK227,TK,Met,,N,TK_Met__SK227_MET,4233,NM_000245,NM_000245.2,42741654,NP_000236.2,42741655,MET,MET,HGFR|RCCP2,HGNC:7029|MIM:164860|HPRD:01280,7,7q31,MET
RON,SK332,TK,Met,,N,TK_Met__SK332_RON,4486,NM_002447,NM_002447.1,4505264,NP_002438.1,4505265,RON,MST1R,CDw136|PTK8|RON,HGNC:7381|MIM:600168|HPRD:02545,3,3p21.3,MST1R
MUSK,SK247,TK,Musk,,N,TK_Musk__SK247_MUSK,4593,NM_005592,NM_005592.1,5031926,NP_005583.1,5031927,MUSK,MUSK,MGC126323|MGC126324,HGNC:7525|MIM:601296|HPRD:03190,9,9q31.3-q32,MUSK
FMS,SK094,TK,PDGFR,,N,TK_PDGFR__SK094_FMS,1436,NM_005211,NM_005211.2,27262658,NP_005202.2,27262659,FMS,CSF1R,C-FMS|CD115|CSFR|FIM2|FMS,HGNC:2433|MIM:164770|HPRD:01269,5,5q33-q35,CSF1R
FLT3,SK149,TK,PDGFR,,N,TK_PDGFR__SK149_FLT3,2322,NM_004119,NM_004119.2,121114303,NP_004110.2,121114304,FLT3,FLT3,CD135|FLK2|STK1,HGNC:3765|MIM:136351|HPRD:00635,13,13q12,FLT3
KIT,SK201,TK,PDGFR,,N,TK_PDGFR__SK201_KIT,3815,NM_000222,NM_000222.1,4557694,NP_000213.1,4557695,KIT,KIT,C-Kit|CD117|SCFR,HGNC:6342|MIM:164920|HPRD:01287,4,4q11-q12,KIT
PDGFRa,SK274,TK,PDGFR,,N,TK_PDGFR__SK274_PDGFRa,5156,NM_006206,NM_006206.3,61699224,NP_006197.1,5453870,PDGFRa,PDGFRA,CD140A|MGC74795|PDGFR2|Rhe-PDGFRA,HGNC:8803|MIM:173490|HPRD:01429,4,4q11-q13,PDGFRA
PDGFRb,SK275,TK,PDGFR,,N,TK_PDGFR__SK275_PDGFRb,5159,NM_002609,NM_002609.3,68216043,NP_002600.1,4505683,PDGFRb,PDGFRB,CD140B|JTK12|PDGF-R-beta|PDGFR|PDGFR1,HGNC:8804|MIM:173410|HPRD:01423,5,5q31-q32,PDGFRB
RET,SK326,TK,Ret,,N,TK_Ret__SK326_RET,5979,NM_020975,NM_020975.3,50593519,NP_066124.1,10862703,RET,RET,CDHF12|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1|RET51,HGNC:9967|MIM:164761|HPRD:01266,10,10q11.2,RET
ROR1,SK333,TK,Ror,,N,TK_Ror__SK333_ROR1,4919,NM_005012,NM_005012.1,4826867,NP_005003.1,4826868,ROR1,ROR1,MGC99659|NTRKR1|dJ537F10.1,HGNC:10256|MIM:602336|HPRD:03821,1,1p32-p31,ROR1
ROR2,SK334,TK,Ror,,N,TK_Ror__SK334_ROR2,4920,NM_004560,NM_004560.2,19743897,NP_004551.2,19743898,ROR2,ROR2,BDB|BDB1|MGC163394|NTRKR2,HGNC:10257|MIM:602337|HPRD:03822,9,9q22,ROR2
RYK,SK340,TK,Ryk,,N,TK_Ryk__SK340_RYK,6259,NM_002958,NM_002958.3,116805328,NP_002949.2,54607018,RYK,RYK,D3S3195|JTK5|JTK5A|RYK1,HGNC:10481|MIM:600524|HPRD:02751,3,3q22,RYK
ROS,SK335,TK,Sev,,N,TK_Sev__SK335_ROS,6098,NM_002944,NM_002944.2,19924164,NP_002935.2,19924165,ROS,ROS1,MCF3|ROS,HGNC:10261|MIM:165020|HPRD:01295,6,6q22,ROS1
FRK,SK419,TK,Src,Frk,N,TK_Src__SK419_FRK,2444,NM_002031,NM_002031.2,31657133,NP_002022.1,4503787,FRK,FRK,GTK|PTK5|RAK,HGNC:3955|MIM:606573|HPRD:05954,6,6q21-q22.3,FRK
FGR,SK148,TK,Src,SrcA,N,TK_Src__SK148_FGR,2268,NM_001042729,NM_001042729.1,112382240,NP_001036194.1,112382241,FGR,FGR,FLJ43153|MGC75096|SRC2|c-fgr|c-src2|p55c-fgr|p58c-fgr,HGNC:3697|MIM:164940|HPRD:01288,1,1p36.2-p36.1,FGR
FYN,SK153,TK,Src,SrcA,N,TK_Src__SK153_FYN,2534,NM_002037,NM_002037.3,23510344,NP_002028.1,4503823,FYN,FYN,MGC45350|SLK|SYN,HGNC:4037|MIM:137025|HPRD:00655,6,6q21,FYN
SRC,SK357,TK,Src,SrcA,N,TK_Src__SK357_SRC,6714,NM_005417,NM_005417.3,38202215,NP_005408.1,4885609,SRC,SRC,ASV|SRC1|c-SRC|p60-Src,HGNC:11283|MIM:190090|HPRD:01819,20,20q12-q13,SRC
YES,SK393,TK,Src,SrcA,N,TK_Src__SK393_YES,7525,NM_005433,NM_005433.3,51702529,NP_005424.1,4885661,YES,YES1,HsT441|P61-YES|Yes|c-yes,HGNC:12841|MIM:164880|HPRD:01285,18,18p11.31-p11.21,YES1
BLK,SK049,TK,Src,SrcB,N,TK_Src__SK049_BLK,640,NM_001715,NM_001715.2,33469981,NP_001706.2,33469982,BLK,BLK,MGC10442,HGNC:1057|MIM:191305|HPRD:01866,8,8p23-p22,BLK
HCK,SK164,TK,Src,SrcB,N,TK_Src__SK164_HCK,3055,NM_002110,NM_002110.2,30795228,NP_002101.2,30795229,HCK,HCK,JTK9,HGNC:4840|MIM:142370|HPRD:00796,20,20q11-q12,HCK
LCK,SK206,TK,Src,SrcB,N,TK_Src__SK206_LCK,3932,NM_005356,NM_005356.3,112789545,NP_005347.3,112789546,LCK,LCK,YT16|p56lck|pp58lck,HGNC:6524|MIM:153390|HPRD:01080,1,1p34.3,LCK
LYN,SK210,TK,Src,SrcB,N,TK_Src__SK210_LYN,4067,NM_002350,NM_002350.1,4505054,NP_002341.1,4505055,LYN,LYN,FLJ26625|JTK8,HGNC:6735|MIM:165120|HPRD:01301,8,8q13,LYN
BRK,SK051,TK,Src,SRM,N,TK_Src__SK051_BRK,5753,NM_005975,NM_005975.2,27886594,NP_005966.1,5174647,BRK,PTK6,BRK|FLJ42088,HGNC:9617|MIM:602004|HPRD:03594,20,20q13.3,PTK6
SRM,SK425,TK,Src,SRM,N,TK_Src__SK425_SRM,6725,NM_080823,NM_080823.2,22507413,NP_543013.1,18250298,SRM,SRMS,C20orf148|SRM|dJ697K14.1,HGNC:11298|HPRD:10250,20,-,SRMS
SYK,SK363,TK,Syk,,N,TK_Syk__SK363_SYK,6850,NM_003177,NM_003177.3,34147655,NP_003168.2,21361553,SYK,SYK,-,HGNC:11491|MIM:600085|HPRD:02514,9,9q22,SYK
ZAP70,SK397,TK,Syk,,N,TK_Syk__SK397_ZAP70,7535,NM_001079,NM_001079.3,46488942,NP_001070.2,31455611,ZAP70,ZAP70,SRK|STD|TZK|ZAP-70,HGNC:12858|MIM:176947|HPRD:01495,2,2q12,ZAP70
BMX,SK417,TK,Tec,,N,TK_Tec__SK417_BMX,660,NM_203281,NM_203281.1,42544181,NP_975010.1,42544182,BMX,BMX,ETK|PSCTK2|PSCTK3,HGNC:1079|MIM:300101|HPRD:02111,X,Xp22.2,BMX
BTK,SK052,TK,Tec,,N,TK_Tec__SK052_BTK,695,NM_000061,NM_000061.1,4557376,NP_000052.1,4557377,BTK,BTK,AGMX1|AT|ATK|BPK|IMD1|MGC126261|MGC126262|PSCTK1|XLA,HGNC:1133|MIM:300300|HPRD:02248,X,Xq21.33-q22,BTK
ITK,SK184,TK,Tec,,N,TK_Tec__SK184_ITK,3702,NM_005546,NM_005546.3,21614549,NP_005537.3,15718680,ITK,ITK,EMT|LYK|MGC126257|MGC126258|PSCTK2,HGNC:6171|MIM:186973|HPRD:01746,5,5q31-q32,ITK
TEC,SK366,TK,Tec,,N,TK_Tec__SK366_TEC,7006,NM_003215,NM_003215.1,4507428,NP_003206.1,4507429,TEC,TEC,MGC126760|MGC126762|PSCTK4,HGNC:11719|MIM:600583|HPRD:02786,4,4p12,TEC
TXK,SK384,TK,Tec,,N,TK_Tec__SK384_TXK,7294,NM_003328,NM_003328.1,4507742,NP_003319.1,4507743,TXK,TXK,BTKL|MGC22473|PSCTK5|PTK4|RLK|TKL,HGNC:12434|MIM:600058|HPRD:02505,4,4p12,TXK
TIE2,SK367,TK,Tie,,N,TK_Tie__SK367_TIE2,7010,NM_000459,NM_000459.2,88758595,NP_000450.2,88758596,TIE2,TEK,CD202B|TIE-2|TIE2|VMCM|VMCM1,HGNC:11724|MIM:600221|HPRD:02571,9,9p21,TEK
TIE1,SK370,TK,Tie,,N,TK_Tie__SK370_TIE1,7075,NM_005424,NM_005424.2,31543809,NP_005415.1,4885631,TIE1,TIE1,JTK14|TIE,HGNC:11809|MIM:600222|HPRD:02572|IMGT/GENE-DB:TIE1,1,1p34-p33,TIE1
SuRTK106,SK530,TK,TK-Unique,,N,TK_TK-Unique__SK530_SuRTK106,55359,NM_018423,NM_018423.1,8922178,NP_060893.1,8922179,SuRTK106,STYK1,DKFZp761P1010|NOK|SuRTK106,HGNC:18889|HPRD:15447,12,12p13.2,STYK1
TRKA,SK377,TK,Trk,,N,TK_Trk__SK377_TRKA,4914,NM_001012331,NM_001012331.1,59889557,NP_001012331.1,59889558,TRKA,NTRK1,DKFZp781I14186|MTC|TRK|TRK1|TRKA|p140-TrkA,HGNC:8031|MIM:191315|HPRD:01869,1,1q21-q22,NTRK1
TRKB,SK378,TK,Trk,,N,TK_Trk__SK378_TRKB,4915,NM_001018064,NM_001018064.1,65506744,NP_001018074.1,65506745,TRKB,NTRK2,GP145-TrkB|TRKB,HGNC:8032|MIM:600456|HPRD:02712,9,9q22.1,NTRK2
TRKC,SK379,TK,Trk,,N,TK_Trk__SK379_TRKC,4916,NM_002530,NM_002530.2,59889559,NP_002521.2,59889560,TRKC,NTRK3,TRKC|gp145(trkC),HGNC:8033|MIM:191316|HPRD:01870,15,15q25,NTRK3
FLT1,SK150,TK,VEGFR,,N,TK_VEGFR__SK150_FLT1,2321,NM_002019,NM_002019.2,32306519,NP_002010.1,4503749,FLT1,FLT1,FLT|VEGFR1,HGNC:3763|MIM:165070|HPRD:01297,13,13q12,FLT1
FLT4,SK151,TK,VEGFR,,N,TK_VEGFR__SK151_FLT4,2324,NM_002020,NM_002020.3,107742112,NP_002011.2,103472027,FLT4,FLT4,FLT41|PCL|VEGFR3,HGNC:3767|MIM:136352|HPRD:00636,5,5q35.3,FLT4
KDR,SK402,TK,VEGFR,,N,TK_VEGFR__SK402_KDR,3791,NM_002253,NM_002253.1,11321596,NP_002244.1,11321597,KDR,KDR,CD309|FLK1|VEGFR|VEGFR2,HGNC:6307|MIM:191306|HPRD:01867,4,4q11-q12,KDR
IRAK1,SK179,TKL,IRAK,,N,TKL_IRAK__SK179_IRAK1,3654,NM_001569,NM_001569.3,68800242,NP_001560.2,68800243,IRAK1,IRAK1,IRAK|pelle,HGNC:6112|MIM:300283|HPRD:02235,X,Xq28,IRAK1
IRAK2,SK180,TKL,IRAK,,N,TKL_IRAK__SK180_IRAK2,3656,NM_001570,NM_001570.3,58530885,NP_001561.3,58530886,IRAK2,IRAK2,IRAK-2|MGC150550,HGNC:6113|MIM:603304|HPRD:04491,3,3p25.3,IRAK2
IRAK3,SK181,TKL,IRAK,,N,TKL_IRAK__SK181_IRAK3,11213,NM_007199,NM_007199.1,6005791,NP_009130.1,6005792,IRAK3,IRAK3,IRAK-M,HGNC:17020|MIM:604459|HPRD:05123,12,12q14.3,IRAK3
IRAK4,SK257,TKL,IRAK,,N,TKL_IRAK__SK257_IRAK4,51135,NM_016123,NM_016123.1,7705840,NP_057207.1,7705841,IRAK4,IRAK4,NY-REN-64|REN64,HGNC:17967|MIM:606883|HPRD:06051,12,12q12,IRAK4
LIMK1,SK412,TKL,LISK,LIMK,N,TKL_LISK_LIMK_SK412_LIMK1,3984,NM_002314,NM_002314.2,8051616,NP_002305.1,4505001,LIMK1,LIMK1,LIMK,HGNC:6613|MIM:601329|HPRD:03210,7,7q11.23,LIMK1
LIMK2,SK207,TKL,LISK,LIMK,N,TKL_LISK_LIMK_SK207_LIMK2,3985,NM_005569,NM_005569.3,73390104,NP_005560.1,5031869,LIMK2,LIMK2,-,HGNC:6614|MIM:601988|HPRD:03585,22,22q12.2,LIMK2
TESK1,SK368,TKL,LISK,TESK,N,TKL_LISK_TESK_SK368_TESK1,7016,NM_006285,NM_006285.2,66932998,NP_006276.2,66932999,TESK1,TESK1,-,HGNC:11731|MIM:601782|HPRD:03470,9,9p13,TESK1
TESK2,SK532,TKL,LISK,TESK,N,TKL_LISK_TESK_SK532_TESK2,10420,NM_007170,NM_007170.2,110349798,NP_009101.2,110349799,TESK2,TESK2,-,HGNC:11732|MIM:604746,1,1p32,TESK2
LRRK1,SK698,TKL,LRRK,,N,TKL_LRRK__SK698_LRRK1,79705,NM_024652,NM_024652.3,90991701,NP_078928.3,90991702,LRRK1,LRRK1,FLJ23119|FLJ27465|KIAA1790|RIPK6|Roco1,HGNC:18608|HPRD:14319,15,15q26.3,LRRK1
LRRK2,SK690,TKL,LRRK,,N,TKL_LRRK__SK690_LRRK2,120892,NM_198578,NM_198578.2,83722281,NP_940980.2,83722282,LRRK2,LRRK2,PARK8|RIPK7|ROCO2,HGNC:18618|MIM:609007,12,12q12,LRRK2
HH498,SK494,TKL,MLK,HH498,N,TKL_MLK_HH498_SK494_HH498,51086,NM_015978,NM_015978.1,7705747,NP_057062.1,7705748,HH498,TNNI3K,CARK|MGC142099|MGC33828,HGNC:19661|HPRD:18208,1,1p31.1,TNNI3K
ILK,SK177,TKL,MLK,ILK,N,TKL_MLK_ILK_SK177_ILK,3611,NM_004517,NM_004517.2,62420871,NP_004508.1,4758606,ILK,ILK,DKFZp686F1765|P59,HGNC:6040|MIM:602366|HPRD:03842,11,11p15.5-p15.4,ILK
DLK,SK110,TKL,MLK,LZK,N,TKL_MLK_LZK_SK110_DLK,7786,NM_006301,NM_006301.2,21735551,NP_006292.2,21735552,DLK,MAP3K12,DLK|MUK|ZPK|ZPKP1,HGNC:6851|MIM:600447|HPRD:02709,12,12q13,MAP3K12
LZK,SK398,TKL,MLK,LZK,N,TKL_MLK_LZK_SK398_LZK,9175,NM_004721,NM_004721.3,32130538,NP_004712.1,4758696,LZK,MAP3K13,LZK|MGC133196,HGNC:6852|MIM:604915|HPRD:05372,3,3q27,MAP3K13
MLK1,SK232,TKL,MLK,MLK,N,TKL_MLK_MLK_SK232_MLK1,4293,NM_033141,NM_033141.2,52421789,NP_149132.2,52421790,MLK1,MAP3K9,MLK1|PRKE1,HGNC:6861|MIM:600136|HPRD:15965,14,14q24.3-q31,MAP3K9
MLK2,SK233,TKL,MLK,MLK,N,TKL_MLK_MLK_SK233_MLK2,4294,NM_002446,NM_002446.2,21735549,NP_002437.2,21735550,MLK2,MAP3K10,MLK2|MST,HGNC:6849|MIM:600137|HPRD:02533,19,19q13.2,MAP3K10
MLK3,SK356,TKL,MLK,MLK,N,TKL_MLK_MLK_SK356_MLK3,4296,NM_002419,NM_002419.3,56237030,NP_002410.1,4505195,MLK3,MAP3K11,MGC17114|MLK-3|MLK3|PTK1|SPRK,HGNC:6850|MIM:600050|HPRD:02502,11,11q13.1-q13.3,MAP3K11
