all_gene1	three_prime_partners	num_three_prime_partners	five_prime_TCGA_Projects
POLA1	TIMELESS:MAP3K15:CXorf58:PDK3:TSPAN7	5	BRCA:BLCA:OV
PRPF31	SPRYD4:CACNG7:COL20A1	3	PRAD:OV:BRCA
ERGIC3	GLS2:ASIP:MAP1LC3A:TRMT6	4	OV:UCEC:BRCA
CSRNP2	GLS2	1	LUAD
TIMELESS	BAZ2A	1	UCEC
PAH	NINJ2:METAP2	2	BRCA:ACC
CHSY3	NINJ2:RBM22	2	OV:SARC
C7orf50	NINJ2:CD177:SNAP25-AS1:ZFAND2A:AC093627.4:MAD1L1:MMD2	7	PAAD:KIRP:SARC:LUAD:ESCA:OV:UCS:UCEC:PRAD
ATP5B	NACA:RPL13A:ALB	3	OV:STAD:LIHC
MTERF3	HSD17B6:CCDC178:ADAM28:AC110275.1:LINC01111	5	SARC:LGG:OV:BLCA:BRCA
CRYBG1	STAT6:BEND3:PDSS2:ARMC2:MYB	5	BRCA:OV:BLCA:LUSC
NAB2	STAT6	1	MESO
PRIM1	R3HDM2:AC083805.1	2	ESCA:SARC
MED23	ANO2:BEND3:RNF217:KLHL32	4	CESC:BRCA:LUSC
ORC5	R3HDM2:POT1-AS1:AC010099.4	3	PRAD:BRCA
EEF1AKMT3	GLI1:RASSF3:CPM:PTPRR	4	LGG:LUSC:GBM:SARC
TDRD3	GLI1:CUL4A:AL160396.2:LHFP:DIAPH3	5	GBM:SKCM:BRCA
TBC1D15	MARS:SLC16A7:CPM:CPSF6:LYZ:CNOT2:PTPRR:LGR5:THAP2:RAB21:AC091534.1:PDE10A:CRISP2:OSBPL3:WIPF3:BMPER	16	LUAD:SARC:BLCA:ESCA:STAD:BRCA:LUSC:SKCM:LGG
FUS	DDIT3:KAT8:PRSS36:MMP2-AS1:TMEM114:IL9R	6	SARC:OV:HNSC:STAD:ESCA
PPIL4	DCTN2:CLEC4A:CEP192	3	SARC:STAD
LLPH-AS1	KIF5A:ADGRB3	2	SARC:LUSC
NRDC	KIF5A:VPS53:ZCCHC11:USP24	4	LGG:OV:BRCA
TMCC1-AS1	KIF5A	1	SKCM
SRI	PIP4K2C	1	SARC
MON2	PIP4K2C:USP15:SRGAP1:TBC1D15:LINC01619:AC090283.1:RCC1L	7	BRCA:LUSC:SKCM:SARC:UCEC
AC008035.1	DTX3	1	GBM
CCT8	ARHGEF25:LHX4	2	BRCA
SHPRH	B4GALNT1:NDUFS5:RCL1	3	SARC:BLCA
LINC01479	OS9:BEST3	2	SARC
ZNF560	OS9	1	SARC
VANGL2	OS9	1	SARC
AVL9	TSPAN31:LINC00593:ZNF544	3	LGG:STAD:GBM
DCSTAMP	TSPAN31	1	SARC
DENND1B	TSPAN31:ATP6V1G3:RRP15:AC099060.1:CABIN1:CCSER1	6	SARC:STAD:BRCA:OV
FHL1	TSPAN31:DCSTAMP	2	SARC
DAB1	CDK4:TMEM59:OMA1:LINC01748:ITGB3BP	5	SARC:PRAD
SUDS3	CDK4	1	GBM
ACVR1	CDK4:NFATC1:CCDC148:GNLY	4	SKCM:OV:LUAD
ZNF175	CYP27B1	1	LGG
PRPSAP2	CYP27B1:PLLP:WDR70:EEPD1	4	LUSC:HNSC:OV:LUAD
SESN1	METTL1:CRYBG1:ARMC2:PPIL6:ECHDC1:EYS	6	SARC:BRCA:STAD:LUAD:LUSC
TYW1	TSFM:AC090673.1:RAMP2-AS1:C21orf91-OT1:CRCP:TPST1:RABGEF1:TMEM248:WBSCR17:DMTF1	10	LUAD:ESCA:BRCA:LAML:BLCA:OV:PRAD
B4GALNT1	TSFM:EPYC	2	SARC
UHRF1BP1L	TSFM:AC083805.2:TRHDE:ZDHHC17:LINC02453:TMPO-AS1:CACNG3	7	SARC
CREG1	AVIL	1	SARC
AHRR	AVIL	1	SARC
UNK	AVIL:B4GALNT2:SPOP:ICAM2:PRKCA:TMEM94:SAP30BP:RNF157:C1QTNF1:ZNF266:DPYD:NAF1	12	LUSC:LUAD:SARC:BRCA:KIRC:ESCA:UCEC
C16orf72	CTDSP2:ACSM2A:AC022167.3	3	LGG:BRCA:LIHC
AGAP2	AC083805.2:AC068305.3:CNOT2:RAB21:PGC	5	LGG:LUSC:SARC
WWP1	AC083805.1:CPB2:NUBPL:BAALC-AS1:UTP23:TAF2:LINC00861:ZNF704:LRRCC1:AC100801.1:ATP6V0D2:AC084128.1:ESRP1	13	SARC:BRCA:STAD:LUAD:SKCM:LIHC:BLCA
ATP1B3	AC083805.3:GRK7	2	SARC:LUSC
ASL	AC083805.3:GTPBP2	2	LUAD:STAD
ADAMTS5	AC084033.3	1	SARC
SGMS2	AC084033.3	1	SARC
AC083805.1	AC084033.3	1	SKCM
TRAF3	AC084033.3:LINC02407:MYO16:PPP2R5C:WDR20:ZNF839:CDC42BPB:AC008050.1:ITPK1:IFNL1:BMP3:SFXN1	12	SARC:BRCA:UCEC:STAD:UCS:KICH:HNSC:PCPG:OV:LUSC:CESC
GPC1	ATP23:ANKFN1:PARD3B:AC079612.2	4	SARC:LUSC:OV:BRCA
PDGFRA	ATP23:SCFD2:FIP1L1:CHIC2	4	GBM:ESCA:LGG
DLGAP1	ATP23:LRRC23:AP005230.1:METTL4:TGIF1:ARHGAP28:AP001033.1:RAB31	8	PRAD:LUSC:SARC:SKCM:ESCA:LGG:BRCA
TMTC2	LINC02403:LYZ:LINC02373:FRS2:MYRFL:AC090502.1:AC078923.1:AC073591.1:PPFIA2:METTL25:SOCS2:HERC1:AL139161.1:ZRANB2-AS2:GNA14	15	PRAD:SARC:BRCA:LUAD:UCS
YAF2	AC020637.1:GPHN	2	LGG:ESCA
METTL25	AC020637.1:CPM:AC078923.1:PTPRQ:ATP2B1:PHACTR2:GTPBP10	7	SARC:BRCA
CDK17	AC020637.1:AC078955.1:AC007298.1:ELK3:CFAP54:NEDD1	6	SARC:STAD
EGFLAM	LINC02388	1	SKCM
ANKRD52	AC020637.1:RASSF3:ASPHD1:PGS1	4	SARC:ACC:STAD:BRCA
CDH18	AC020637.1:TERT	2	SARC
VPS13A	AC020637.1:SLC44A1	2	MESO:OV
DOT1L	AC020637.1:TECR:ONECUT3:BTBD2:LSM7:PLEKHF1:PTPN7:SSBP3:EPB41L2	9	SARC:LGG:KIRC:COAD:PRAD:STAD:OV:BRCA
PLXNA4	AC068305.3:TRHDE	2	SARC
AC068987.1	AC068305.3	1	SKCM
PPARA	SLC16A7:SAMM50:FBLN1:ATXN10:RAB2A	5	HNSC:KIRP:BRCA:UCS:LIHC
SHMT2	SLC16A7	1	SKCM
ZNF441	FAM19A2	1	SARC
LGR5	FAM19A2:AC078789.1:CNOT2:PTPRR	4	SARC:BLCA
RAB12	FAM19A2:PPP4R1	2	BRCA:LUAD
ZFC3H1	MON2:SHISA9:CDH4	3	SARC:BRCA
AC024901.1	PPM1H:LRRC7	2	LUAD:LIHC
EGFR	PPM1H:DYM:PRKD2:TEAD2:AL355482.2:LYST:FGGY:ACADM:CHODL:AARS2:ATXN7L1:AC091770.1:C7orf72:GRB10:AC009468.2:LINC01445:AC011228.1:SEC61G:AC074351.1:AC073324.2:VOPP1:SEPT14:ERP44:RCL1	24	GBM:HNSC:LUAD:LUSC:BLCA:LIHC:STAD:LGG:BRCA:CESC:ESCA
TBC1D30	PPM1H:RASSF3:AC090673.2:AC025569.1:PLP1	5	GBM:CESC:SARC
TNFRSF1A	SCNN1A:CHD4	2	CESC:SKCM
PPFIA2	DPY19L2:HMGA2:GRIP1:KCNMB4:TRHDE:SYT1:OTOGL:MGAT4C:MRPL14	9	GBM:SARC
RERGL	SCNN1A	1	LUSC
XPOT	TMEM5:C12orf56:AC025263.1:EPYC	4	LUAD:OV:BRCA:BLCA
PRKG1	AC020611.2	1	SARC
TMEM5	AC020611.2:PTDSS1	2	STAD:SARC
PPARD	SRGAP1:WDR27:ANKS1A:SLC22A7:AL591242.1	5	SARC:PRAD:ESCA
TBK1	SRGAP1:TMBIM4:GRIP1:TMTC2:ARHGAP5:CDK19:RBM48:HGSNAT	8	OV:SARC:SKCM:BRCA:ESCA
ANO4	C12orf66:PPFIA2:NTS	3	SARC
AL513550.1	C12orf56	1	SARC
ATN1	CD27-AS1:ENO2	2	LGG:LIHC
EFNA1	CD27-AS1:ZBTB7B:ADAM15	3	SKCM:LUAD:LIHC
FKRP	XPOT:TAC4:FOXA3	3	BLCA:OV:COAD
EMC7	CD27	1	SARC
SYT1	TBK1:AC078860.1:AC136188.1:AC078955.1:ACSS3:PPFIA2:EPYC:PHKB:ARMT1	9	SARC:BRCA:THYM
SCGB2B2	TAPBPL:ZNF599:GAPDHS:IGFL4	4	OV:LUAD:PRAD
TIMM17B	AC078962.4	1	LUAD
UBE3B	GNS	1	STAD
SCAF8	AC025262.1:TBC1D30:VWA8:GREB1:IL20RA:UTRN:GINM1:OPRM1	8	SARC:THCA:PRAD:BRCA:OV
MAGI1	TBC1D30:AGAP1:DPH3:MAGI1-AS1:SUCLG2:MITF:PDZRN3-AS1:CADM2	8	PRAD:OV:HNSC:GBM:THYM:BRCA
SMAGP	TBC1D30	1	ESCA
NAA10	TBC1D30	1	SARC
FBXL7	MRPL51:FOSL2:CCT5:CDH10	4	SARC:SKCM
ZCCHC6	WIF1	1	SARC
TCF7L1	WIF1:DNAH6:KCMF1	3	BRCA:LUAD:UCEC:STAD
UTRN	WIF1:HMGA2:LINC01350:EIF4G3:MMADHC:Z86062.2:SGK1:HBS1L:LINC00271:PERP:ARFGEF3:HEBP2:ECT2L:AIG1:PHACTR2:PLAGL1:STX11:AL138733.1:PRKN:SLC22A23:LYRM4:LAMB4:TBC1D31:OSTF1	24	SARC:PRAD:BRCA:LIHC:LUSC:OV:HNSC
RASSF6	LEMD3:GLRA3:UBA6-AS1	3	BRCA:LIHC:CESC
TAX1BP1	MSRB3:BEST3:SYT1:GPX4:BRAF:JAZF1:SCRN1:RABGEF1	8	LGG:SARC:UCEC:SKCM:OV:STAD:MESO
FKBP4	GAPDH:RACK1	2	SARC:OV
LRRC23	GAPDH	1	ESCA
ZRANB2-AS2	AC025419.1	1	SARC
STAU2	AC025419.1:PAWR:MSI2:OSBPL2:AC100868.1:OC90:LRRC6:MTFR1:EYA1:RALYL:PLEKHF2:VPS13B	12	BRCA:OV:SKCM:GBM:PRAD:LIHC:READ:BLCA
ASPM	AC025419.1:PIGC	2	SARC
LINC02384	HMGA2:CPM:MYRFL	3	SARC
PRPF6	AC090673.1:DCAF5:SDC4:GATA5:DNAJC5	5	STAD:OV:BRCA:LUAD
PAWR	AC090673.1:AC090673.2:PTPRR:PPP1R12A:DCN:CLEC2A:MARC1	7	SARC:BRCA:HNSC:KIRC
LINC01358	AC090673.1	1	SARC
LSM14A	AC090673.2:TMTC2:DUSP14:URI1:LINC01837:TDRD12:ZNF571-AS1:ACTN4:ZNF221:AC104461.1	10	UCS:SARC:LGG:LUSC:OV:PRAD:BRCA
SLC2A11	LLPH	1	HNSC
AC090673.1	TMBIM4	1	UCEC
ZNF493	TMBIM4:RPL13A	2	SARC:PAAD
ZNF584	AC021054.1:LAIR1	2	OV:BRCA
SELENOO	GRIP1	1	SARC
TMBIM4	GRIP1:CPM:CNOT2:INO80:TMEM131:TRPA1:PBX3	7	BRCA:GBM:STAD:HNSC:SARC
CRADD	GRIP1:MRPL42	2	SARC:STAD
SPTA1	GRIP1	1	BRCA
MCL1	GRIP1	1	SARC
LPAR5	ZNF384:MAPKAPK3	2	ESCA
NOP2	PIANP	1	LIHC
DYRK2	AC073530.1:CNTN2:AL354836.1	3	BRCA:SARC
AXL	AC073530.1:CDRT1	2	SARC:PAAD
GALNT6	LINC02420	1	ESCA
AVPR1A	LINC02408	1	LUAD
PXDC1	LINC02442:AC004080.6	2	BRCA:OV
SMS	DYRK2	1	BRCA
MLF2	PTMS:LPCAT3	2	BRCA:OV
EMG1	PTMS:USP5	2	OV:LUAD
PRKCI	IFNG-AS1:SEC62:GPR160:TNIK	4	STAD:BRCA
TSPAN8	IL26:OSBPL8:ASH2L	3	SARC
TNFAIP3	IL26	1	SARC
PHACTR2	IL26:AIG1:PLAGL1:AL357507.1	4	SARC:OV:HNSC:BRCA
CAND1	IL22:RAP1B:PTPRR:AC123905.1:MUT	5	SARC:LUAD:SKCM:BRCA
VBP1	IL22:GABRA3	2	SARC:LUAD
STYK1	GPR162	1	PAAD
LEMD3	MDM1:LYZ:KCNC2:RASSF6:AC011228.1	5	STAD:BRCA:SARC:LGG
DISC1	MDM1:TSNAX	2	SARC:CESC
RXRG	LINC02384:FAM78B	2	SARC:SKCM
SH3RF2	LINC02384	1	SARC
RERE	USP5:AC008555.5:ZNF345:TPM3:GNB1:ZSWIM5:CYP4A11:VAMP3:SLC45A1:ENO1:SLC2A7:SLC2A5:GPR157:EXOSC7:RPF2:OOEP:AC022973.4	17	PRAD:LUAD:STAD:ESCA:BRCA:LGG:GBM:BLCA:OV:UCEC:LIHC
E2F7	RAP1B:PTPRR:LINC02424	3	SARC
RNF138	RAP1B:VWC2	2	SARC:OV
NDUFA12	NUP107:ST6GALNAC6	2	SARC
SMARCC1	NUP107:DAD1:ZBTB8OS:LINC01983:MAP4:SPINK8:SHISA5:DOCK3:SYCP2L	9	ESCA:OV:UCEC:UCS:BRCA:LUAD:PRAD:BLCA
DPY19L2	NUP107	1	SARC
LRRC59	NUP107:B4GALNT2:SPAG9:MCM8-AS1	4	BRCA
COMMD10	NUP107:AP3S1:CHSY3	3	SARC:LGG:BRCA
AL157935.2	NUP107:MED16	2	SARC:ACC
ST6GALNAC6	NUP107:PAWR	2	SARC
AC084032.1	MDM2	1	SARC
RNF217	MDM2:PRDM1:NKAIN2:ANKRD6	4	SARC:BRCA:OV
TSPAN3	MDM2:TBC1D2B:CHRNA3	3	SARC:BLCA:LUAD
NT5E	MDM2	1	SARC
LINC-PINT	MDM2:FGF14:PRTG:CCT3:C1orf61:MROH9:FMO3:RCHY1:DEPDC1B:ORC5:ATP6V0A4:RSBN1L	12	SARC:PRAD:LUAD:BRCA
LPCAT3	LRRC23:C1R:MYO15A:MAP3K13	4	LUAD:LIHC:BRCA
PRR4	SPSB2	1	HNSC
HSP90B1	MDM2:TEX261:CPA1	3	SARC:OV:PAAD
BAIAP2L1	LRRC23:TSHZ2:MET:DMTF1:ANKIB1:AC002429.2	6	LUAD:STAD:KIRP:COAD:ESCA:LUSC
TCTN1	CPM:FGGY:GORASP2	3	SARC:ESCA
ADGRD1	CPM	1	SARC
STK4	CPM:PKIG:TSHZ2:AL162457.2:TTC27	5	BRCA:OV:ESCA:STAD
DSE	CPM:SNAP47:NT5DC1	3	SARC:ESCA:BRCA
MVK	CPM	1	SARC
ANO5	CPM	1	SARC
TM9SF2	CPM:DCUN1D2-AS:IL17D:MTUS2	4	SARC:STAD:BRCA
LANCL2	CPM:GID8:TFDP2:LINC01445:VSTM2A:AC011228.1:EGFR-AS1:AC073324.2:SEPT14:PEX1	10	GBM:ESCA:BRCA:LGG:STAD:LUAD:LUSC
FKBP5	CPM:STK24:AL451165.2:CLPS:SRPK1:AL360175.1	6	SARC:STAD:BRCA:ESCA:HNSC:KIRC
KCCAT198	CPM	1	SARC
AC020637.1	CPM:NAP1L1	2	SARC
LUC7L	CPM:AXIN1:NME4:SLC27A5:NFE2L2:CORIN	6	GBM:OV:LGG:LUSC:BLCA:COAD
CDK19	CPM:LYZ:AMD1:ZFAND3	4	SARC:STAD:BRCA
AUH	CPM:RAPGEF1:MIRLET7DHG	3	SARC:OV
AC090001.1	CPM	1	SARC
BLOC1S1	CPM:LINC01481:AL132712.1	3	SARC:ESCA
NAV1	CPM	1	SARC
PDZRN4	CPM:LINC02426	2	GBM
C12orf66	CPM:AC025569.1:NXF3	3	SARC:ESCA
RAB22A	CPM	1	BRCA
CEP57L1	CPM:SRPK1:BCKDHB	3	SARC:LUSC:STAD
PLAGL1	CPM:ADGRB3	2	SARC:BLCA
PTPN6	LRRC23:ASS1	2	BLCA:STAD
PAN2	LYZ	1	SARC
AL139023.1	LYZ	1	BRCA
STRADA	LYZ:RNF157-AS1	2	LUSC:BRCA
AC046185.1	LYZ:SEPT4:GRB2	3	LUSC:BRCA:ESCA
MIR34AHG	LYZ	1	ESCA
TOP1	LYZ:PZP:CA10:C17orf64:AL034550.1:SLC2A10:AL157838.1:ADGRL3:FAM193B	9	SARC:BRCA:HNSC:LUAD:LUSC:STAD:OV
THOC5	LYZ:TTC28:ASCC2:ISX	4	LUSC:TGCT:OV:SKCM
SFXN1	LYZ	1	SARC
XPO5	LYZ:VARS:KIF6:MRPS10:AL136131.2:MRPL14:HSP90AB1:EYS	8	STAD:ESCA:PRAD:KIRC:LUAD:LIHC
RACK1	AC020656.1:TPT1	2	STAD:PRAD
KCNN3	YEATS4:SHC1:DCST2	3	SARC:HNSC:BRCA
C1RL-AS1	C12orf57	1	LUAD
AC020915.6	LINC02373:CCDC61:GRIN2D:AP2A1:SENP6	5	SKCM:BLCA:GBM:BRCA
NPEPL1	LINC02373:EVI5	2	BRCA
PSMC4	FRS2:RFC3:LINC00663:AC004784.1	4	SARC:OV:CESC:LUSC:BLCA
AC083805.2	FRS2	1	SARC
FAM114A1	FRS2:DAB1:KCNIP4:IQCE:EEPD1	5	SARC:STAD:PRAD:BRCA:LUSC
DCBLD1	CCT2:AC068473.1	2	SARC:LGG
BCL9	BEST3:IVL:C1orf21	3	SARC:BRCA
LINC01490	BEST3	1	SARC
WIF1	AC025263.1:PAG1	2	LUAD:ESCA
INSR	AC025263.1:MGAT4C:ANKDD1A:S1PR2:CEP89:ERCC1:ELAVL1:EIF6	8	SARC:OV:STAD:LIHC
MIR646HG	AC025263.1:FAM83D:BCAS1	3	BRCA
COL27A1	EMG1:C9orf43:ZNF618	3	THYM:UCS:ESCA
GLIPR1L1	RAB3IP	1	SARC
DIAPH2	RAB3IP:NRP2:F8	3	SARC:LIHC:LGG
PCSK5	RAB3IP:DENND1A:DDX58:OSTF1	4	SARC:STAD:LUAD
GRAMD1A	RAB3IP:AL133467.2:TCL6:KRTDAP:RP1	5	SARC:BRCA:LUAD:OV
FAM78B	RAB3IP	1	SARC
FOXJ2	LPCAT3	1	LUSC
BEST3	MYRFL:PTPRR	2	SARC
AL035701.1	MYRFL	1	SKCM
MAP2K5	MYRFL:RAB27A:IQCH:C15orf61:ADAMTSL3	5	SARC:HNSC:CESC:BLCA:LGG:BRCA
SLC6A15	MYRFL	1	SARC
ADGRL2	LINC01481:AK5:AL034417.2:AL359378.2	4	SARC:PRAD:ACC:CESC
LINC00882	LINC01481	1	SARC
HIVEP2	MYRFL:PREP:RSPO3:PTPRK:AHI1:MAP7:AL050338.2:SLC22A3:SMOC2	9	SARC:OV:BLCA:LUSC:LGG:BRCA
ZNF44	MYRFL	1	SARC
AC078845.1	MYRFL	1	SARC
GRM1	CNOT2	1	SARC
MSRB3	CNOT2:ACTR5:JAZF1	3	SARC:LGG
DTNB	CNOT2:ASXL2:RBKS:EXOC4:CNOT4	5	BRCA:ESCA:SARC:HNSC
ITGB6	CNOT2:RBMS1:GLS:AC091976.1	4	SARC:BLCA:OV:LUSC:HNSC:BRCA:LUAD:KIRC:COAD
PTK7	CNOT2:ANKS1A:PTCRA:DLK2	4	SARC:HNSC:BRCA:LUAD
REPS1	KCNMB4:FOXO3	2	SARC:ESCA
CHGA	AC025569.1	1	SARC
VTA1	AC025569.1:PPIL4:AL589740.1	3	SARC:UVM
ATP7A	PTPRR:COX7B	2	SARC:SKCM
SCAF11	PTPRR:ADCY8	2	SARC:LUSC
AKT3	PTPRR:CDC14A:HEATR1:ADSS:GCSAML:LINC01377:PPP2R2A	7	SKCM:MESO:PRAD:GBM:SARC
MAP3K13	C1R:CD37:LINC02054:TMEM41A:UTS2B:DNAH12:CLPTM1L	7	LIHC:GBM:ESCA:STAD:LGG
CSRP2	AC025575.1:AC025575.2:NAV3:SNRPF	4	SARC:SKCM
ERICH1	AC025575.2:IYD:LINC01446:LINC00824:PCM1	5	SKCM:LUSC:STAD:ESCA:BRCA
EFHC2	AC025575.2	1	OV
WNT11	TSPAN8	1	BRCA
TMEM19	TSPAN8	1	GBM
PHB2	RBP5	1	HNSC
AC107032.2	TSPAN8:LIN7A	2	SARC
ZDHHC14	TSPAN8:GRM1:NOX3:ARID1B:FKBP5	5	SARC:OV:GBM:KIRC:MESO
PRDX5	LGR5	1	BLCA
ITFG1	ZFC3H1:PHKB:LONP2:SIAH1:AC009120.6:AC008555.3:SLC45A2	7	BRCA:LUAD:STAD:HNSC:KIRP:PRAD
SAR1B	AC018653.1	1	BRCA
C1RL	AC018653.1	1	BRCA
CD2AP	RAB21:AC023043.1:DVL1:AL161636.1:LELP1:NSUN4:FAM69A:UST-AS1:FKBP5:USP49:TRERF1:NFKBIE:SUPT3H:BLOC1S5:SLC25A13	15	SARC:OV:LUAD:STAD:ESCA:SKCM:KIRC:KIRP:BRCA:READ
SLFN5	TBC1D15:SYNRG:CDK5RAP3	3	SARC:BRCA:HNSC
DNM3	TPH2:AC136188.1:SHISA9:U91319.1:CD247:METTL13:HSP90AB1	7	SARC:KIRC:LUSC
CDH1	TRHDE:DEXI:AL356479.1:NPFFR2:AC104109.4:NADK2:VPS50:CA1	8	PRAD:BRCA:STAD:LUAD
ZNF257	TRHDE:ARIH2	2	BRCA:STAD
TARS	AC090503.2:SUB1	2	ACC:LUSC
TLE1	AC090503.2	1	SARC
UBXN4	AC136188.1:R3HDM1	2	SARC:OV:LUAD:BRCA
STK10	AC090502.1:SNX2:PCBD2:SH3PXD2B	4	SARC:BRCA:OV
RWDD1	AC090502.1:WASF1:DSE:FAM26D:CEP85L	5	SARC:BRCA:OV:LUSC
CHD2	AC091534.1:CCPG1:ACSBG1:HOMER2:LINC01585:AC091544.2:FAM174B:LINC01578:AC087633.2:ZNF880:KHDRBS1:AC011287.1:WNK2	13	SARC:SKCM:BRCA:PRAD:BLCA:LUAD:OV:LUSC:LGG:STAD
CASK	AC091534.1:GLIPR1L1:EYA2:ERMARD:AL133329.1:LINC01284	6	BRCA:PRAD:ESCA:ACC
EIF2B1	GLIPR1L2	1	OV
TAF4	AC078923.1:AC027097.2:FAF1:CDH22:TSHZ2:PSMA7:LAMA5:OGFR-AS1:TCFL5:LARGE1	10	BRCA:LUAD:STAD:TGCT:BLCA:OV:UCEC
PLEKHG1	AC078923.1:AC078820.1:AC096887.1:GJA1:SAMD5:AL033504.1:PPP1R14C:AL590302.2	8	SARC:LUAD:MESO:BRCA:STAD:GBM
POU2F1	AC078820.1:CTSS:LCE2A:COPA:MAEL:ZFYVE28:AC008575.2	7	SARC:BRCA:LIHC:OV:ESCA:THYM:LUAD
G2E3	NAP1L1:DHRS4-AS1	2	LUAD:OV
KRR1	NAP1L1:CDK17	2	BRCA:SARC
BACH1	OSBPL8:AP000432.1:USP16:MAP3K7CL:DSCR3:TENM1	6	SARC:PAAD:BRCA:LUAD:COAD:HNSC:KIRC
CHFR	OSBPL8:UBB:ZNF565	3	BRCA:BLCA:SARC
AC073571.1	OSBPL8	1	SARC
CACNA1A	AC124784.1:PCCA:LINC00905:MED26:VSTM2B	5	SARC:BRCA:STAD:GBM
MGAT4C	AC138331.1:PPFIA2	2	SARC
UBQLN1	NAV3:AL591242.1:FXN:GKAP1	4	SARC:OV:STAD:BRCA
N4BP1	NAV3:AC012184.2:GPATCH2	3	SARC:LUSC
KIF5A	NAV3	1	SARC
PYROXD1	SLC2A14	1	BRCA
TFRC	AC128707.1:CPA3:LINC01968:UBXN7:WDR53:BLOC1S5:EEF1E1-BLOC1S5	7	SARC:LUSC:HNSC:OV:THYM:PRAD
MDH2	PAWR	1	BRCA
AC011611.2	PAWR	1	SARC
PPP4R1	PAWR:NUP93:DPP4	3	CESC:SARC:UCEC
NCAM2	PAWR:AP000855.1	2	SARC:GBM
NPM1	AC073569.1:MIPOL1:RAB4A:LARS:AGPAT2	5	BLCA:ESCA:BRCA:OV:STAD
LINC01619	PPP1R12A	1	STAD
ZNF98	FOXJ2:CPAMD8:NDUFA7:FHL3:ACTR5	5	OV:LUSC:BRCA:SARC
LINC02407	PTPRQ	1	SARC
SLC44A2	PTPRQ:RFXANK:PIN1	3	SARC:LGG
STAT6	PTPRQ:THUMPD3-AS1	2	SARC:OV
CEP83	LIN7A:TMCC3	2	BRCA:OV
SLC41A2	LIN7A:DNM3	2	SARC
PDXK	LIN7A:LCA5L:KLF10	3	SARC:LUAD:ESCA
GTSE1	AC078955.1:ATXN10:SMARCC1	3	LUSC:LUAD:PAAD:STAD
NUP37	ACSS3	1	SKCM
USP16	ACSS3:CNBD2	2	SARC:HNSC
GATAD2B	ACSS3:S100A11:LELP1:DCAF8:NENF:LINC01778:ERI3:TNNI3K:FAHD2B:GRM8:LAMC3	11	SARC:CESC:PRAD:LUAD:UCEC:BLCA:BRCA
WDR47	PPFIA2-AS1:DECR2:C1orf194:LINC01098	4	SARC:UCEC:BRCA:LUSC
GFPT2	PPFIA2:EIF4A1:BRD8:RACK1	4	SARC:ESCA:SKCM
NEDD1	PPFIA2:TMTC2:GPHN	3	SARC
TMEM263	METTL25	1	STAD
AC010196.1	METTL25	1	SARC
PUS1	TMTC2:CTNNBIP1	2	STAD:LUSC
SDK2	TMTC2:RAB37	2	SARC:GBM
GMDS	TMTC2:KRT40:AP005062.1:VAPB:CASC15:PPP1R11:MRPS18B:TEAD3:DNAH8:CCND3:EXOC2:FARS2	12	READ:STAD:BRCA:PAAD:LUSC:DLBC:BLCA:PRAD:SARC:SKCM
OASL	TMTC2	1	LIHC
DNM3OS	TMTC2	1	SARC
SIAH1	SLC6A15	1	SARC
AC010511.1	SLC6A15	1	SARC
LINC01719	LRRIQ1	1	SARC
MRS2	LRRIQ1:AP002478.1:DCDC2:C6orf62	4	SARC:ESCA:BLCA:SKCM
AL049629.1	NTS	1	BRCA
ZDHHC13	MGAT4C	1	SARC
NUDT3	MGAT4C:CDH12:C6orf106:AL451165.2:TDRG1	5	SARC:HNSC:ESCA:STAD:GBM
HELB	MGAT4C	1	SARC
RAD52	RIMKLB	1	UCEC
MCTP2	RIMKLB:AC110023.1:LINC01580	3	UCS:BRCA
AHI1	C12orf50:CHEK2:MYB:BCLAF1	4	SKCM:BRCA:LUAD:PAAD
VEZT	C12orf29:AC025164.2:FGD6:AC002463.1	4	SARC:GBM:TGCT
PRKDC	CEP290:MYO5A:AC138207.1:PRIM2:AC105999.1:UBE2V2:AC026904.2:AC012349.1:CLVS1:DEFB103A	10	BRCA:LUAD:BLCA:LUSC:LGG:PRAD:COAD
ING4	A2ML1	1	SKCM
CD164	AC024909.1	1	SARC
KIAA0907	PHC1:CD276:ARHGEF2:UBQLN4:CCT3	5	BRCA:CESC:BLCA:LUSC:STAD:OV
PSMD13	PHC1	1	LIHC
MTAP	POC1B:EEF1A2:CD24:CDKN2A:AL391117.1:LINGO2:PTPRD	7	LUAD:LUSC:BRCA:ESCA:BLCA:MESO:PAAD
PPP2R2C	KLRG1:CTBP1	2	BRCA:LGG
UHRF1BP1	EPYC:OSBPL1A:MDC1-AS1:DAXX:SNRPC:RHAG:RIOK1	7	GBM:LUSC:SARC:PAAD:OV:ESCA:PRAD
ENPP5	EPYC	1	BRCA
RIC1	EPYC:PFN2:LARS:AARD:BNC2:DCAF10:GLIS3:CDC37L1-AS1:JAK2:PDCD1LG2:KANK1:KDM4C	12	LUSC:CESC:ESCA:LUAD:HNSC:SKCM:STAD:OV:READ:SARC
IL1RAPL1	KERA:MAGEB10	2	SARC:BRCA
PIGC	KERA	1	SARC
UBE2N	LUM	1	PRAD
LUM	DCN	1	BRCA
U91319.1	DCN	1	BRCA
CMC2	PZP:PHF20	2	LUAD:STAD
MEIS1	AC138123.2:DENND1A	2	OV
RHOF	AC138123.2	1	BRCA
