all_gene2	five_prime_partners	num_five_prime_partners	three_prime_TCGA_Projects
VPS72	BCAT1:PDSS2	2	OV:STAD
PIP5K1A	SNX27	1	ESCA
PSMD4	NDUFS2:KIAA0319L:POGZ	3	BLCA:OV:STAD
AL391069.2	CTSS:ARNT	2	LGG:PRAD
ZNF687	ASH1L	1	DLBC
PI4KB	LINC01703:PRUNE1:PPP1CB:ARNT:AL391069.2	5	LUAD:UCEC:UCS:SARC
AL391069.3	MRPL20	1	UCEC
SELENBP1	MUC1:VPS72:TNRC18:PI4KB:DEPTOR:CD24	6	LUAD:OV:SARC:CESC:BRCA
PSMB4	VPS45	1	SARC
POGZ	MINDY1:MRPS28	2	OV:BRCA
CGN	CALD1:TUFT1	2	KIRC:LIHC:LUAD:HNSC
TUFT1	SNX27:FOXJ3:KMT2E:LINC01771	4	ESCA:UCEC:COAD:SARC
ATAD3A	TARDBP	1	OV
SNX27	UCK2:PEA15	2	BRCA:SARC
CELF3	CTSS	1	OV
RIIAD1	ARNT	1	LUAD
MRPL9	ANXA9:MINDY1:UCK2	3	BLCA:CHOL
AL589765.4	NBEAL2	1	ACC
TDRKH	UCK2:UBAP2L:NDUFB9	3	BLCA:LIHC:BRCA
RORC	ATP6V1H	1	UCEC
THEM4	SNX27:GOLPH3L	2	BLCA:OV
S100A10	THEM4:MCUR1	2	BRCA
S100A11	GATAD2B	1	CESC
TMEM51	PLEKHM2:SPEN:FHAD1	3	GBM:OV:LUAD
FLG-AS1	DAP3	1	PRAD
LCE5A	RNF38	1	SKCM
LCE2A	PRUNE1:POU2F1	2	BLCA:LIHC
LCE4A	PRUNE1	1	BLCA
KPRP	ENSA	1	LUAD
SMCP	ARHGEF11:RCL1	2	LUSC:UCS
IVL	BCL9	1	BRCA
LINC01527	ATF6:ASS1	2	BLCA:COAD
SPRR5	RALGPS1	1	OV
SPRR4	ABCC5	1	SKCM
SPRR2A	TRAF7	1	SARC
SPRR2G	GOLPH3L:ASH1L:HDGF:NCSTN:NEK7	5	OV:BLCA:LUAD
FHAD1	SPEN:DNAJC16:ZNF148	3	SKCM:ESCA:PRAD:BRCA:LUSC
AL161636.1	CD2AP:ZHX2:AC016405.1	3	OV:LUSC
LELP1	GATAD2B:LMX1A:CD2AP:ZHX2:AC016405.1	5	PRAD:LUAD:OV:LUSC
S100A8	CALML3-AS1:HP1BP3:GUK1:LYPLA2	4	HNSC:BRCA:CESC
S100A7	ARHGEF2	1	BLCA
S100A6	ACTG1	1	BRCA
S100A4	GTF2F2	1	BLCA
S100A3	GTF2F2	1	BLCA
S100A2	PGLYRP4:MYRIP:MID1	3	LUSC:OV:LUAD
S100A13	APIP	1	PCPG
S100A1	CHTOP:SNAPIN	2	UCS:LUAD
AL162258.2	APIP:S100A13	2	PCPG:KIRC
CHTOP	INTS3	1	SARC:THCA
ILF2	S100A13:SNX27	2	OV:SKCM
INTS3	DSTYK	1	OV
GATAD2B	ILF2:ASH1L	2	BRCA:OV
DENND4B	PEBP1	1	ACC
CREB3L4	KDM4A:HIVEP3	2	BRCA
JTB	SERBP1	1	PRAD
RAB13	DENND4B:CCT3	2	BRCA:PRAD
NUP210L	RALGPS1:FBXW11:DEK:RORA	4	SARC:LIHC:BRCA
TPM3	NUP210L:STAT3:RERE	3	UCS:LIHC:STAD
C1orf43	STAT3:RCC1:SNHG3	3	LIHC:BRCA:THCA
EFHD2	SPEN:FAM3D	2	BLCA:STAD
UBAP2L	KPNB1	1	ESCA
AL162591.1	SLC39A1	1	PRAD
SHE	TPM3	1	OV
AL162591.3	ZMPSTE24	1	LIHC
SSU72	AC005899.4:MAPK1:UBE2J2:CCNL2:SKI	5	UVM:LUSC:LAML:HNSC:GBM
TDRD10	C20orf194:CTSS	2	BRCA:SKCM
UBE2Q1	KIF26B:CEP170	2	UCEC:BLCA
ADAR	RALY:SNX27	2	STAD:BRCA
CELA2A	PER3	1	LGG
KCNN3	EPRS	1	OV
PMVK	SPAG17	1	BRCA
PBXIP1	CD9:PMVK	2	BRCA:OV
PYGO2	PMVK	1	UCEC
SHC1	PYGO2:RPRD2:MICALL1:TRIM33:KCNN3:ARFGEF1	6	THCA:BRCA:UCEC:PCPG:HNSC:SARC
FLAD1	LMNA:GTF2I:ADAM15:EFNA4:EFNA3	5	OV:ACC:LUSC
ZBTB7B	EFNA1:SLC45A3:NFYC:BTC	4	LUAD:PRAD:LIHC:BRCA
DCST2	THEM4:KCNN3	2	BRCA
DCST1	ADAM15	1	KIRC:LIHC
ADAM15	ANAPC5:EFNA1	2	SKCM:LIHC
AL691442.1	SHC1	1	HNSC
EFNA1	PVT1	1	BLCA
SLC50A1	ATP8B1:PARD3B	2	KIRC:LIHC:STAD
KRTCAP2	ADAR	1	LIHC
CASP9	SCMH1	1	SARC
MUC1	DPM3:PMVK:EEF1A1	3	UCS:STAD:OV
AC234582.1	PRCC	1	LUAD
THBS3	ARID1A	1	BRCA
MTX1	GON4L	1	PRAD
GBA	POGZ:S100A13	2	BRCA:LIHC
SCAMP3	ADAR	1	BRCA
CLK2	RBM19	1	PRAD
RUSC1	TMEM234:RDH13:BCAN	3	UCEC:BRCA:LGG
ASH1L	SHC1:CLK2:CDKAL1:DAP3	4	LUAD:LUSC:BRCA
DNAJC16	SPEN	1	CESC
YY1AP1	ASH1L:PDS5A	2	BRCA:STAD
DAP3	RCC1:SLC25A44:KYAT3:CACNA2D3	4	BRCA:LIHC:LGG:OV
GON4L	ASH1L:ACBD6:GPR157:LRRC8A	4	BLCA:BRCA:STAD
SYT11	LMNA:PMF1-BGLAP	2	BRCA:STAD
AL121992.1	UBR4:RPA2:CAMTA1	3	STAD:OV:SKCM
RIT1	GON4L:HIPK3	2	UCEC:ESCA
KIAA0907	YY1AP1:ASH1L	2	BRCA:OV
ARHGEF2	KIAA0907:FAM129A:ASH1L:PSPC1:GON4L	5	BLCA:LUSC:BRCA
SSR2	GON4L:ARMC9	2	STAD:PCPG
UBQLN4	KIAA0907:ASH1L	2	STAD:BLCA
RAB25	PMF1-BGLAP	1	CESC
MEX3A	ARHGEF2:SLC30A10	2	OV:LIHC
LMNA	SORL1:AGPS:LCN2	3	LGG:KIRC:COAD
SEMA4A	RYR1:SLC25A44	2	LUSC
SLC25A44	ZNF395:PMF1-BGLAP	2	PRAD:OV
PAQR6	ARHGEF2	1	UCEC
SMG5	ZBTB40	1	LGG
CCT3	GON4L:ASH1L:ARHGEF2:AC239809.3:KIAA0907:SMG5:NCSTN:PPP2R2B:GLMP:LINC-PINT	10	UCEC:LUAD:KIRC:LGG:OV:ESCA:BRCA:GBM:LIHC:SARC
RHBG	SORL1:PBX1	2	LGG:BRCA
C1orf61	CRYAB:PGM2L1:LINC00624:ASH1L:RIT1:GLMP:LINC-PINT	7	LGG:OV:GBM:STAD:ESCA:SARC
MEF2D	LEPR:CDR2L:ZNF625-ZNF20:UBQLN4	4	ESCA:UCEC:LUSC
IQGAP3	SHC1:CCT3	2	SKCM:CESC
TTC24	RBBP7:YY1AP1	2	SARC:OV
DDI2	FBLIM1	1	TGCT
GPATCH4	ADAR	1	LUAD
HAPLN2	PRCC	1	BRCA
BCAN	ABCC3	1	KIRC
RRNAD1	PRCC	1	UCEC
HDGF	RPS12:THBS3:AL590666.2:ISG20L2	4	UCS:LUAD:CESC:LIHC
PRCC	ZBTB40:TFE3	2	LGG:KIRP
INSRR	ASH1L	1	LUAD
NTRK1	ARHGEF25:EPHB2:CEL:TPM3:NFASC:IRF2BP2:TFG:SQSTM1:SSBP2	9	SARC:LGG:PAAD:THCA:GBM
ARHGEF11	THEM4:HDGF:CCT3:SPTBN1:MRPL24	5	SKCM:PCPG:OV:PRAD
ETV3	IQGAP3:AL139011.2	2	BRCA:SKCM
PLEKHM2	SPEN	1	CESC:SARC
AL138900.3	OMA1	1	SARC
FBLIM1	SPEN:ESPN:TIAM1	3	BLCA:LIHC:HNSC:BRCA
AL356276.1	RABGAP1L	1	BLCA
CD5L	MEF2D	1	ESCA
CD1A	SLAMF1	1	HNSC
CD1C	NEK7	1	PRAD
AL365440.2	FAF1	1	PRAD
SPTA1	FCGR2A	1	BRCA
SPEN	COTL1:SFPQ:CHD6	3	LGG:HNSC:THYM
MNDA	ETV3:NOTCH2	2	PRAD:OV
IFI16	CEP170:GAS5:TOR1AIP2	3	PRAD:BLCA
CADM3	TADA1	1	LUAD
CRP	TIGAR	1	SARC
CFAP45	THADA	1	BRCA
SLAMF9	MDM2:IGSF9	2	SARC:OV
AL121987.1	PRRC2C	1	PRAD
IGSF8	NRIP1:USPL1:RAP1B	3	MESO:BRCA:SARC
HSPB7	ZBTB17	1	OV
CASQ1	CHRM3	1	LUSC
AL121987.2	TNKS2	1	BLCA
PEA15	KLHDC9	1	KIRP
DCAF8	SWT1:GATAD2B:FAM168A	3	BLCA:LUAD:OV
AL139011.2	ARMC1	1	BRCA
PEX19	AL139011.2	1	STAD
COPA	PEX19:POU2F1:PSMD4:KIFAP3:RASAL2	5	BRCA:SARC:SKCM:PRAD:CHOL
NCSTN	ATF6	1	LUSC
AL138930.1	NBPF14:ATP8B2:SLAMF7:NOS1AP:PBX1:ELOC	6	LUAD:SARC:DLBC:BRCA:OV
FAM131C	TTC6	1	BRCA
CD48	OS9:ARHGEF11:KIRREL	3	SARC:SKCM
SLAMF7	FREM1	1	BLCA
LY9	ARRB1:TRIM14	2	SARC:LAML
CD244	CLK2:USP9X:AHNAK2	3	BRCA:UCEC:LUSC
ITLN1	ETV6:PIP5K1A	2	SKCM:PRAD
AL354714.4	LINC01762:INTS12	2	BRCA
AL354714.1	SDHC:NUMA1	2	ESCA:OV
F11R	KIAA1614:NHS	2	SARC
ARHGAP30	PPOX	1	OV
NECTIN4	USP21:F11R	2	BRCA:STAD
AL591806.1	SDHC	1	STAD
KLHDC9	ENSA:SDHC	2	UCS:STAD
PFDN2	SLC39A1:NECTIN4:SERINC2:MYO10	4	SKCM:BLCA:LUAD
DEDD	PFDN2:XPR1:CYP4B1	3	BLCA:OV
UFC1	DCAF6:KANSL3:GNL3	3	SARC:BRCA:STAD
USP21	AL691442.1	1	BRCA
PPOX	UHMK1	1	BRCA
NDUFS2	PCP4L1	1	BLCA
FCER1G	PTPRJ	1	LUAD
APOA2	MEF2D:PFDN2:APOM	3	PRAD:LIHC
PCP4L1	ATF6:TBX19	2	LUAD:SARC
EPHA2	NECAP2:PEX14:TMEM41A	3	OV:UCEC:UCS
MPZ	SDHC	1	ESCA
SDHC	EP400	1	LIHC
AL592295.3	F11R	1	STAD
AL831711.1	F11R:PFDN2	2	STAD:LIHC
MIB2	SMIM13:ACOT7:PRSS16	3	BRCA:CESC:THYM
FCRLA	DCAF8	1	BLCA
AL359541.1	CSNK1A1	1	LIHC
ATF6	NMNAT2:NOS1AP:MAGI3:ATP6V0A1:UHMK1	5	LGG:UCEC:BRCA:LUAD:ESCA:LIHC:OV
ARHGEF19	EPHA2:SUPT5H:ZBTB17	3	STAD:UCEC:ESCA
OLFML2B	NARF	1	LUAD
AL590408.1	NOS1AP	1	STAD
NOS1AP	PTPRU:F11R	2	KIRC:LUAD
C1orf226	PTEN	1	PRAD
SH2D1B	ATF6:CMPK1	2	BRCA
UAP1	KDM5B:IFI16	2	LGG:SARC
FBXO42	EPHA2:SMAP2:CTDSPL2	3	STAD:BRCA:UCEC
DDR2	PMP22:KDM2A	2	SARC:LUAD
CCDC190	SDE2	1	LGG
RGS4	APH1A	1	BRCA
RGS5	DPYD:LINC01036	2	LIHC:SARC
NUF2	ALKBH5:TMCO1	2	SARC:BRCA
SPATA21	FBXO42:AFF4	2	BLCA:ESCA
PBX1	NOS1AP:UCK2:TAGLN2	3	STAD:SARC:BRCA:OV
NECAP2	LINC01772	1	PRAD:SKCM
LMX1A	ALX4:UAP1	2	SARC:BRCA
RXRG	PFDN2	1	SKCM
AL157714.2	PFDN2:CCT3	2	SKCM:SARC
LRRC52	TMEM94:NOS1AP:PBX1:RFWD2	4	SARC:BLCA:BRCA:STAD
MGST3	RABGAP1L	1	BRCA
ALDH9A1	ARHGEF11	1	BRCA
TMCO1	ABR	1	STAD
UCK2	NOTCH2NL:POGK:FNDC3B:USF1	4	SKCM:ESCA:BRCA:PRAD
FAM78B	CPSF6:UCK2:ASH1L:SDHC:RXRG:PRDX6	6	BLCA:PRAD:BRCA:SKCM:SARC
AL626787.1	PBX1	1	PRAD
AL390115.1	PIGK	1	SKCM
SLC35E2B	AC091959.3	1	BLCA
ILDR2	DCAF6:PBX1	2	LUAD:BRCA
MAEL	POU2F1:MTMR12:UBE2Q1	3	OV:SARC:ESCA:BRCA
LINC01363	CTDSP2:FRS2:RICTOR	3	SARC
POU2F1	RGL1	1	SARC
CD247	DNM3	1	SARC
RCSD1	DCAF6:ATP1B1	2	BRCA:LUAD
MPZL1	DCAF6	1	BRCA:PRAD
ADCY10	ESRRG	1	BRCA
MPC2	STK24	1	SKCM
DCAF6	NOS1AP:ARHGAP26:SDCCAG8:FAF1	4	BRCA:HNSC:LIHC:LUAD
GPR161	CEP350	1	PRAD
TIPRL	DAP3	1	BLCA
TBX19	UCK2	1	SARC
XCL2	ABCB10	1	PRAD
XCL1	GRIP1	1	LUSC
DPT	RAP1B	1	SARC
AL031275.1	UBAP2L:KIFAP3:SUCO:PPP1R12B:TARBP1:RNH1	6	BRCA:SARC:PRAD:UCEC:STAD
ATP1B1	SLC19A2	1	STAD
NME7	YEATS4:LINC02005:SLC16A10:XPR1:ALDH9A1:DCAF8:PEPD	7	SARC:BLCA:CESC:LIHC:LUAD:LUSC
CROCC	ZBTB17:MFN2	2	ESCA:HNSC
SLC19A2	DCAF6:CHRM3	2	BRCA:SARC
F5	SRF:NOS1AP:ARNT	3	BRCA:LUAD
SELL	ASH1L	1	SARC
SELE	LAMB1	1	SARC
C1orf112	IL6R:KIFAP3:UCHL5	3	BRCA:SARC
SCYL3	SLC19A2	1	CESC
KIFAP3	XPR1:NTN4:TXLNG:SCYL3:GNB1	5	BRCA:SARC:HNSC:STAD
AL049569.1	RABEP1:ZNF618	2	SARC:UCS
METTL11B	TSFM	1	SARC
SDHB	RSRP1	1	OV
AL354732.1	TMEM117	1	LUSC
GORAB	SRGAP2B	1	BLCA
MROH9	NOS1AP:LINC-PINT	2	BRCA:SARC
FMO3	LINC-PINT:PRRC2C:EBNA1BP2	3	SARC:UCEC:LIHC
FMO1	PRRC2C	1	LUSC
FMO4	DDR2	1	SKCM
PRRC2C	SPATA13:METTL13:RSF1:TMTC3:STX6:ACP1	6	BRCA:SARC:PRAD:OV
MYOCOS	AC011287.1	1	STAD
VAMP4	MYLK:AC004922.1	2	SARC:PRAD
METTL13	DNM3	1	KIRC
DNM3	JARID2:SUCO:RNF2:RAB21:OSMR:SLC41A2:AASS:CPM:ATXN1:MPC2	10	SARC:UCEC:BRCA
AL590644.1	MINOS1	1	STAD
DNM3OS	CNOT2:MIR205HG	2	SARC:LUSC
PADI1	MINOS1:NCOA3:GRB2	3	STAD:UCEC:ESCA
PIGC	CERS2:ASPM	2	GBM:SARC
C1orf105	SUCO:NIT1	2	BRCA:SARC
SUCO	SFT2D2	1	LUSC
FASLG	PRRC2C	1	BRCA
TNFSF4	MPZL1	1	SARC
PADI4	ARHGEF10L	1	BRCA:BLCA:LUSC:STAD
AL645568.1	USP15	1	SARC
AL139142.1	CD84:CENPL:RABGAP1L:ACBD6	4	BRCA:LUAD:HNSC
ANKRD45	RASAL2	1	BLCA
KLHL20	RABGAP1L	1	LUAD
CENPL	CD55:GK5:PRRC2C	3	SKCM:BRCA
DARS2	UCK2:RABGAP1L:CMBL	3	BLCA:SKCM:STAD:LUSC
GAS5	CMAS:LINC00862:CRIPT	3	BLCA:PRAD:LUSC
ZBTB37	DHX9:RABGAP1L	2	SKCM:LIHC
PADI6	ARHGEF10L	1	ESCA
SERPINC1	GAS5	1	OV
AL121983.2	RC3H1	1	ESCA
RABGAP1L	RUSC1-AS1:RASAL2:KDM5B:DCAF6:LAMC2:TDRD5:PTPRG:SPAG17:CACYBP	9	PRAD:BRCA:LUAD:OV:ESCA:SARC:CHOL
KIAA0040	DDC	1	LUAD
TNR	POC1B:STX6:XPR1	3	SARC:LUSC
NADK	SSU72	1	OV:STAD
ARHGEF10L	THRAP3	1	ESCA
RFWD2	HHAT:PDE4D:TNR:DANCR:FRS2:DNMBP:CCDC14	7	BRCA:LUAD:LGG:CESC:SARC:STAD
AL359265.3	PAPPA2	1	STAD
PAPPA2	NCF2	1	LIHC
ASTN1	PAPPA2	1	LIHC
AL122019.1	PLXNA2	1	SARC
AL359075.2	RBM10	1	LUSC
RASAL2	RALGPS2:SLC45A3:DHX9:FAM20B	4	BRCA:PRAD:LUSC
ANGPTL1	C1orf21	1	SARC
RALGPS2	FAM20B	1	STAD:BRCA
GNB1	NADK:TXN:UBE2J2:INTS11:CDK11B:LRRC45:C1orf159:RCC1:SNHG3:RERE:LMAN2	11	HNSC:ESCA:BRCA:UCEC:THCA:LUSC:LUAD:OV:STAD:LGG
FAM20B	ORMDL1	1	LAML
TOR3A	XPR1	1	HNSC
AXDND1	YBX1	1	PRAD
NPHS2	LINC01341	1	BLCA
TDRD5	CEP350	1	OV
FAM163A	DPP3	1	SARC
TOR1AIP1	CEP350	1	GBM
AL353708.2	NUP85	1	BLCA
AL390718.1	XPR1	1	SARC
QSOX1	RALGPS2	1	BRCA
LHX4	RABGAP1L:XPR1:CCT8	3	OV:UCEC:BRCA
ACBD6	PAPPA2:PBXIP1:TOR1AIP2:TSEN15:CEP350	5	LIHC:BRCA:LUAD:GBM
OVAAL	SLC16A7:XPR1:ARHGEF2	3	SARC:LGG:LUAD:LUSC:OV
XPR1	KIAA1614:RFWD2	2	PCPG:BRCA
MR1	LAMC1	1	BRCA
CACNA1E	ERRFI1:DHX9	2	THCA:BRCA
AL355482.2	EGFR	1	BLCA
IGSF21	OBSCN:AGAP1	2	BRCA:LGG
LINC01344	KLHL20	1	LUSC
GLUL	TIPRL:POGLUT1:SOD2:SEC61G	4	BRCA:STAD:LGG
RGS8	ADIPOR1	1	BRCA
DHX9	SMG7:UCK2	2	CESC:BRCA
LAMC1	EIF4G3	1	UCS
LAMC2	SMG7:IL6ST	2	STAD:PRAD
NMNAT2	RGL1:DMGDH:LAMC2	3	SARC:KIRC:UCEC
SMG7-AS1	EDEM3	1	BLCA
NCF2	ERRFI1	1	STAD
ARPC5	DSTN	1	LUSC
RGL1	NAV3:LIMA1	2	SARC:OV
COLGALT2	NOS1AP:C21orf91:NBEA:SWT1	4	BRCA:SARC:PCPG
C1orf21	POGZ:BCL9:IRF6	3	LUAD:SARC:HNSC
EDEM3	BAZ1B	1	UCEC
FAM129A	MACF1	1	OV
RNF2	TANC2:NUP153	2	BRCA
SWT1	CDC73	1	SARC
IVNS1ABP	WDR72:ACBD6	2	STAD:BRCA
LINC01350	UTRN	1	SARC
HMCN1	DCAF6:RGL1:TMEM2	3	SARC:SKCM
PRG4	PEX14	1	LUSC
C1orf27	AL596220.1	1	BRCA
PDC	CD46	1	BRCA
PAX7	TAB2	1	SARC
IFFO2	CLSTN1	1	PRAD
LINC01701	GABPA	1	LAML
LINC01720	OPHN1	1	BLCA
UBR4	IFFO2	1	ESCA
RGS18	MAGI3	1	ESCA
EMC1	HP1BP3	1	GBM
CFAP74	GNB1:PTPRF:KRAS:EIF4G3:UBE2J2:NADK	6	OV:STAD:TGCT:SKCM:ESCA:READ:LUAD
AKR7A3	PADI4	1	BRCA
UCHL5	ENAH	1	BLCA
TROVE2	CDC73	1	LIHC
GLRX2	UCHL5	1	LUAD
PQLC2	MINOS1:MTBP	2	SKCM:BRCA
CAPZB	LYZ:ENC1:CDKN2A:SZT2:THRAP3:ACTN4:SKI	7	LAML:STAD:BLCA:BRCA:LUAD:SARC
MINOS1	LRRC40	1	MESO
KCNT2	RXRA	1	LIHC
CFH	CFHR5	1	KIRC
TMCO4	CAPZB:HP1BP3:ARHGEF10L	3	OV:STAD:LGG:THCA:LUAD
CFHR5	ZNHIT6	1	PRAD
F13B	KIF21B	1	LGG
ASPM	ARPC5	1	GBM
CRB1	NEK7:ADAM9	2	BRCA:OV
DENND1B	SUCO:F13B	2	SARC:BRCA
ATP6V1G3	DENND1B	1	STAD
PTPRC	SOX13	1	SKCM
OTUD3	CAPZB	1	BRCA
LINC01221	PLA2G4A	1	LUAD
PLA2G2A	MAPKAPK2:UBAP1	2	UCEC:STAD
NR5A2	TMEM178B:AC104461.1	2	SKCM:LIHC
LINC00862	NAPA:GAS5	2	LIHC:PRAD
AC104461.1	NAP1L4:LSM14A:ZC3H11A	3	LUSC:BRCA
AL359834.1	DHX9	1	LUAD
KIF14	RASAL2:RFWD2	2	SKCM:BRCA
CACNA1S	TROVE2	1	PRAD
TMEM9	LRRC8D	1	LUSC
IGFN1	NUDC:ARID4B	2	UCEC:SKCM
PKP1	CNTN2	1	SARC
AC119427.1	RNPEP	1	OV
TNNI1	PLEC	1	OV
PHLDA3	TMEM61	1	OV
CSRP1	DSTYK	1	UCS
AL391845.2	GNB1	1	ESCA
NAV1	PPP1R12B:DSTYK:IPO9	3	STAD:BRCA:ESCA
IPO9	FDPS:SHISA4	2	PRAD:OV
SHISA4	KIF1B:UQCC1	2	UCEC:UCS
TIMM17A	NUF2:RNPEP	2	LUAD:STAD
RNPEP	FOXK1:LGR6:MECOM	3	OV
ELF3	PTPRT	1	BRCA
GPR37L1	TPM3:LGR6:TESK2:NFE2L2	4	OV:BRCA:LUSC
PTPN7	DOT1L	1	OV
PPP1R12B	CLK2:DOCK7:NFASC	3	STAD:BRCA:LGG
GABRD	PRKCZ	1	BRCA
SYT2	CCT3	1	BRCA
KDM5B	SYT2:LIN9	2	PCPG:LGG
RABIF	IPO9-AS1	1	OV
KLHL12	ARID4B	1	SARC
ADIPOR1	KLHL12	1	BRCA
AL020998.1	NFE2L1	1	UCEC
CYB5R1	SYT2:NUAK2	2	OV:LGG
TMEM183A	PUM1	1	READ
PPFIA4	SOX13	1	UCS
MYBPH	PHLDA3	1	BRCA
CHI3L1	ATG9A	1	GBM
CHIT1	ACBD6	1	BRCA
LINC01353	GOLT1A:TMCC2	2	STAD:LGG
LINC01136	KDM5B	1	OV
FMOD	POGK	1	BRCA
PRELP	SYT16:ATP2B4:NFASC	3	LGG:OV:UCEC:GBM
OPTC	ATP2B4	1	SARC
ATP2B4	NEK7:NFASC:AHCTF1:FGGY	4	LUSC:LGG:STAD:SARC
LINC01141	STX18	1	OV
LAX1	ZC3H11A	1	LUAD
ZBED6	SOX13	1	BRCA
SNRPE	SRRM2	1	PRAD
SOX13	NFASC	1	GBM
ETNK2	ZNF704	1	BRCA
REN	PIAS3:AHCYL2	2	OV:ACC
KISS1	LRRC75A-AS1	1	BRCA
PLEKHA6	RARA:ARHGEF11:SRBD1:RAB2A	4	UCEC:SKCM:BRCA:LUSC
PIK3C2B	PLEKHA6	1	STAD
MDM4	DNMT3B	1	LAML
LRRN2	PPP1R12B:PLEKHA6:NFASC	3	LUAD:LGG:BRCA:ESCA:STAD:GBM
AL391845.1	GNB1	1	ESCA
CNTN2	DYRK2:NUCKS1	2	SARC:STAD
RBBP5	PGM2L1	1	LUAD
DSTYK	RBBP5	1	LUAD:HNSC
TMCC2	ZBED6	1	BRCA
NUAK2	NBPF19	1	PRAD
KLHDC8A	PCMTD1	1	OV
LEMD1	DSTYK:NUAK2	2	ESCA:OV:HNSC:STAD
CDK18	NOP14	1	PRAD
MFSD4A	MIR181A1HG	1	BRCA
ELK4	SORBS2:AGPAT3:RBBP5:RAPGEF6	4	PRAD:STAD
NUCKS1	MRNIP:ZBTB7B:PLEKHA6:DSTYK	4	LIHC:PRAD:SKCM:STAD
RAB29	NUCKS1	1	SKCM
SLC41A1	CALD1	1	SKCM
SLC26A9	NUCKS1:ELK4	2	BRCA:PRAD
C1orf186	AC244035.2:TBCE:PDE4DIP	3	OV:UCS:BRCA
SRGAP2	RAB7B:MAPKAPK2:MAP4K3:IRF6:MPP5:RFWD2:CDKN2A	7	GBM:ESCA:PRAD:HNSC:LUSC:OV:BRCA
RASSF5	NBPF26:TIMM17A	2	PRAD:BRCA
DDOST	FYTTD1	1	OV
MAPKAPK2	C4BPA	1	LIHC
C1orf116	PIK3C2B:P3H1	2	OV
C4BPB	DDI2:CD46	2	LIHC
C4BPA	CD55	1	PAAD
CD55	MEF2D	1	SARC
CR2	DUSP12	1	LUSC
HP1BP3	ZNF207:CTSS	2	LAML:PRAD
CD46	SETDB1	1	BRCA
CD34	C1orf132:RPS6KC1	2	SARC:LUAD
PLXNA2	GNG12:NFYC	2	SARC:BRCA
EIF4G3	HP1BP3:UTRN:METTL13:FOXJ3:PUM1:CAPZB:SEC31A	7	UCEC:OV:PRAD:STAD:LUAD:LUSC
LINC01774	TRAF5	1	ACC
AC092810.3	DIEXF	1	HNSC
LINC01698	MIR205HG	1	CESC
AL023754.1	PTPN14	1	BRCA
AL031316.1	LAMB3:MYO1D:WARS2	3	HNSC:SKCM:BRCA
HSD11B1	TROVE2:JAK1	2	BRCA:OV
TRAF3IP3	DIEXF	1	BLCA
SYT14	CHRM3	1	PRAD
SERTAD4	HHAT:ADSS	2	BRCA
HHAT	NFAT5:KIF5B:CEP350:EDEM3:CAPN8	5	LUAD:PRAD:UCEC:BRCA
KCNH1	CAMSAP2:ASAP1	2	LUSC:BRCA
AC092017.3	HMCN1	1	SKCM
RCOR3	DTL:TMEM206:AC008543.1	3	STAD:BRCA
LINC00467	GATB	1	KIRP
LINC01693	CNST	1	GBM
NEK2	NVL	1	BRCA
LPGAT1	SMYD2:KCNH1:LIN9	3	SKCM:BRCA:STAD
INTS7	LPGAT1:DTL	2	ESCA:PRAD:STAD
DTL	INTS7	1	PRAD
AL606468.1	EPHX1	1	BRCA
AL451060.1	LPGAT1:RABGAP1L	2	LIHC:BRCA
PPP2R5A	RPS6KC1:NRF1:SMUG1	3	ESCA:PRAD
NENF	GATAD2B	1	PRAD
ECE1	EIF4G3:IVD	2	LUAD:UCS:LUSC
LINC01740	ARHGEF11:ATF3:NSL1:RPS6KC1	4	PRAD:CESC:GBM
ATF3	DAP3	1	BRCA
AL031005.1	NBPF3:CLSPN:HS2ST1	3	UCEC:SARC:BRCA
NSL1	LPGAT1:PTPN14:STIP1:ASH1L	4	LIHC:BLCA:PRAD
FLVCR1	RPS6KC1	1	OV
VASH2	RPS6KC1	1	PRAD
ANGEL2	NSL1	1	LUAD:LUSC
RPS6KC1	TEX35	1	LGG
PRKCZ	SKI:PLCH2:ARID1A:TMCO3:AF117829.1	5	STAD:BRCA:HNSC:LIHC:BLCA:SARC
PROX1	SMYD2	1	LIHC
SMYD2	POLR1D	1	BLCA
PTPN14	MTUS2:PCNX2	2	COAD:BRCA
KCNK2	SUCO:OBSCN	2	STAD:SKCM
AL450990.1	EDEM3	1	SKCM
ALPL	PGPEP1	1	ACC
KCTD3	DNAH14	1	LUSC
USH2A	DOCK9:ATF3	2	COAD:PRAD
RAP1GAP	EIF4G3:SBNO2:CNST	3	BRCA:SKCM:LGG
ESRRG	PTPN14:RNF121	2	OV:BRCA
USP48	EIF4G3:RAP1GAP:HP1BP3:SYF2	4	BRCA:UCS:LUAD:CESC:SKCM:SARC:ESCA:STAD
GPATCH2	TRIP13:CES2:LYPLAL1:N4BP1	4	SARC:BRCA:ESCA
SPATA17	CHRM3:EHMT1:ZNF10:NR3C2:PPP2R5A	5	OV:PRAD:CHOL:TGCT
LDLRAD2	CDC42	1	OV
RRP15	DENND1B:RANBP10:TGFB2:LRRC7	4	BRCA:STAD:CESC:THCA:PRAD
TGFB2	VAMP7	1	BRCA
HSPG2	UBR4:RAP1GAP	2	BRCA:ESCA
