Gene stable ID	Gene name	number_of_domains
ENSG00000061794	MRPS35	1
ENSG00000061918	GUCY1B3	4
ENSG00000061936	SFSWAP	3
ENSG00000061938	TNK2	4
ENSG00000061987	MON2	4
ENSG00000062038	CDH3	5
ENSG00000062096	ARSF	2
ENSG00000062194	GPBP1	1
ENSG00000062282	DGAT2	1
ENSG00000062370	ZNF112	6
ENSG00000062485	CS	1
ENSG00000062524	LTK	2
ENSG00000062582	MRPS24	1
ENSG00000062598	ELMO2	3
ENSG00000062650	WAPL	1
ENSG00000062716	VMP1	1
ENSG00000062725	APPBP2	2
ENSG00000062822	POLD1	4
ENSG00000063015	SEZ6	7
ENSG00000063046	EIF4B	1
ENSG00000063127	SLC6A16	1
ENSG00000063169	BICRA	1
ENSG00000063176	SPHK2	1
ENSG00000063177	RPL18	1
ENSG00000063180	CA11	1
ENSG00000063241	ISOC2	1
ENSG00000063244	U2AF2	3
ENSG00000063245	EPN1	1
ENSG00000063322	MED29	1
ENSG00000063438	AHRR	2
ENSG00000063515	GSC2	1
ENSG00000063587	ZNF275	5
ENSG00000063601	MTMR1	2
ENSG00000063660	GPC1	1
ENSG00000063761	ADCK1	1
ENSG00000063854	HAGH	2
ENSG00000063978	RNF4	1
ENSG00000064012	CASP8	3
ENSG00000064042	LIMCH1	3
ENSG00000064102	INTS13	3
ENSG00000064115	TM7SF3	1
ENSG00000064195	DLX3	2
ENSG00000064199	SPA17	2
ENSG00000064201	TSPAN32	1
ENSG00000064205	WISP2	2
ENSG00000064218	DMRT3	2
ENSG00000064225	ST3GAL6	1
ENSG00000064270	ATP2C2	4
ENSG00000064300	NGFR	3
ENSG00000064309	CDON	7
ENSG00000064313	TAF2	1
ENSG00000064393	HIPK2	1
ENSG00000064419	TNPO3	1
ENSG00000064489	BORCS8-MEF2B	1
ENSG00000064490	RFXANK	2
ENSG00000064545	TMEM161A	2
ENSG00000064547	LPAR2	1
ENSG00000064601	CTSA	1
ENSG00000064607	SUGP2	2
ENSG00000064651	SLC12A2	3
ENSG00000064652	SNX24	1
ENSG00000064655	EYA2	1
ENSG00000064666	CNN2	4
ENSG00000064687	ABCA7	4
ENSG00000064692	SNCAIP	3
ENSG00000064703	DDX20	2
ENSG00000064726	BTBD1	3
ENSG00000064763	FAR2	2
ENSG00000064787	BCAS1	0
ENSG00000064835	POU1F1	2
ENSG00000064886	CHI3L2	2
ENSG00000064932	SBNO2	2
ENSG00000064933	PMS1	3
ENSG00000064961	HMG20B	1
ENSG00000064989	CALCRL	2
ENSG00000064995	TAF11	1
ENSG00000064999	ANKS1A	6
ENSG00000065000	AP3D1	2
ENSG00000065029	ZNF76	1
ENSG00000065054	SLC9A3R2	4
ENSG00000065057	NTHL1	2
ENSG00000065060	UHRF1BP1	1
ENSG00000065135	GNAI3	1
ENSG00000065150	IPO5	2
ENSG00000065154	OAT	1
ENSG00000065183	WDR3	9
ENSG00000065243	PKN2	5
ENSG00000065268	WDR18	4
ENSG00000065308	TRAM2	2
ENSG00000065320	NTN1	5
ENSG00000065325	GLP2R	2
ENSG00000065328	MCM10	2
ENSG00000065357	DGKA	6
ENSG00000065361	ERBB3	5
ENSG00000065371	ROPN1	0
ENSG00000065413	ANKRD44	12
ENSG00000065427	KARS	2
ENSG00000065457	ADAT1	1
ENSG00000065485	PDIA5	3
ENSG00000065491	TBC1D22B	1
ENSG00000065518	NDUFB4	1
ENSG00000065526	SPEN	5
ENSG00000065534	MYLK	12
ENSG00000065548	ZC3H15	2
ENSG00000065559	MAP2K4	1
ENSG00000065600	TMEM206	1
ENSG00000065609	SNAP91	1
ENSG00000065613	SLK	3
ENSG00000065615	CYB5R4	4
ENSG00000065618	COL17A1	3
ENSG00000065621	GSTO2	2
ENSG00000065665	SEC61A2	3
ENSG00000065675	PRKCQ	4
ENSG00000065717	TLE2	4
ENSG00000065802	ASB1	2
ENSG00000065809	FAM107B	1
ENSG00000065833	ME1	2
ENSG00000065882	TBC1D1	3
ENSG00000065883	CDK13	1
ENSG00000065911	MTHFD2	2
ENSG00000065923	SLC9A7	1
ENSG00000065970	FOXJ2	1
ENSG00000065978	YBX1	1
ENSG00000065989	PDE4A	1
ENSG00000066027	PPP2R5A	1
ENSG00000066032	CTNNA2	3
ENSG00000066044	ELAVL1	3
ENSG00000066056	TIE1	6
ENSG00000066084	DIP2B	3
ENSG00000066117	SMARCD1	1
ENSG00000066135	KDM4A	4
ENSG00000066136	NFYC	1
ENSG00000066185	ZMYND12	1
ENSG00000066230	SLC9A3	1
ENSG00000066248	NGEF	3
ENSG00000066279	ASPM	40
ENSG00000066294	CD84	0
ENSG00000066322	ELOVL1	2
ENSG00000066336	SPI1	1
ENSG00000066379	ZNRD1	1
ENSG00000066382	MPPED2	1
ENSG00000066405	CLDN18	1
ENSG00000066422	ZBTB11	5
ENSG00000066427	ATXN3	6
ENSG00000066455	GOLGA5	1
ENSG00000066468	FGFR2	3
ENSG00000066557	LRRC40	4
ENSG00000066583	ISOC1	1
ENSG00000066629	EML1	5
ENSG00000066651	TRMT11	1
ENSG00000066654	THUMPD1	1
ENSG00000066697	MSANTD3	1
ENSG00000066735	KIF26A	1
ENSG00000066739	ATG2B	3
ENSG00000066777	ARFGEF1	4
ENSG00000066813	ACSM2B	2
ENSG00000066827	ZFAT	3
ENSG00000066855	MTFR1	1
ENSG00000066923	STAG3	1
ENSG00000066926	FECH	1
ENSG00000066933	MYO9A	8
ENSG00000067048	DDX3Y	2
ENSG00000067057	PFKP	2
ENSG00000067064	IDI1	1
ENSG00000067066	SP100	4
ENSG00000067082	KLF6	0
ENSG00000067113	PLPP1	1
ENSG00000067141	NEO1	12
ENSG00000067167	TRAM1	2
ENSG00000067177	PHKA1	1
ENSG00000067182	TNFRSF1A	4
ENSG00000067191	CACNB1	2
ENSG00000067208	EVI5	1
ENSG00000067221	STOML1	2
ENSG00000067225	PKM	2
ENSG00000067248	DHX29	4
ENSG00000067334	DNTTIP2	1
ENSG00000067365	METTL22	1
ENSG00000067369	TP53BP1	1
ENSG00000067445	TRO	2
ENSG00000067533	RRP15	1
ENSG00000067560	RHOA	1
ENSG00000067596	DHX8	4
ENSG00000067606	PRKCZ	4
ENSG00000067646	ZFY	6
ENSG00000067704	IARS2	3
ENSG00000067715	SYT1	2
ENSG00000067798	NAV3	2
ENSG00000067829	IDH3G	1
ENSG00000067836	ROGDI	1
ENSG00000067840	PDZD4	1
ENSG00000067842	ATP2B3	7
ENSG00000067900	ROCK1	2
ENSG00000067955	CBFB	2
ENSG00000067992	PDK3	2
ENSG00000068001	HYAL2	1
ENSG00000068024	HDAC4	2
ENSG00000068028	RASSF1	3
ENSG00000068078	FGFR3	3
ENSG00000068079	IFI35	3
ENSG00000068097	HEATR6	1
ENSG00000068120	COASY	2
ENSG00000068137	PLEKHH3	3
ENSG00000068305	MEF2A	2
ENSG00000068308	OTUD5	1
ENSG00000068323	TFE3	3
ENSG00000068354	TBC1D25	1
ENSG00000068366	ACSL4	1
ENSG00000068383	INPP5A	0
ENSG00000068394	GPKOW	2
ENSG00000068400	GRIPAP1	0
ENSG00000068438	FTSJ1	1
ENSG00000068489	PRR11	0
ENSG00000068615	REEP1	1
ENSG00000068650	ATP11A	4
ENSG00000068654	POLR1A	5
ENSG00000068697	LAPTM4A	2
ENSG00000068724	TTC7A	2
ENSG00000068745	IP6K2	1
ENSG00000068781	STON1-GTF2A1L	3
ENSG00000068784	SRBD1	4
ENSG00000068796	KIF2A	1
ENSG00000068831	RASGRP2	4
ENSG00000068878	PSME4	2
ENSG00000068885	IFT80	2
ENSG00000068903	SIRT2	1
ENSG00000068912	ERLEC1	2
ENSG00000068971	PPP2R5B	1
ENSG00000068976	PYGM	1
ENSG00000068985	PAGE1	2
ENSG00000069011	PITX1	2
ENSG00000069018	TRPC7	3
ENSG00000069020	MAST4	3
ENSG00000069122	ADGRF5	4
ENSG00000069188	SDK2	18
ENSG00000069206	ADAM7	4
ENSG00000069248	NUP133	1
ENSG00000069275	NUCKS1	0
ENSG00000069329	VPS35	1
ENSG00000069345	DNAJA2	3
ENSG00000069399	BCL3	3
ENSG00000069424	KCNAB2	1
ENSG00000069431	ABCC9	4
ENSG00000069482	GAL	2
ENSG00000069493	CLEC2D	1
ENSG00000069509	FUNDC1	1
ENSG00000069535	MAOB	1
ENSG00000069667	RORA	2
ENSG00000069696	DRD4	1
ENSG00000069702	TGFBR3	1
ENSG00000069712	KIAA1107	1
ENSG00000069764	PLA2G10	1
ENSG00000069812	HES2	2
ENSG00000069849	ATP1B3	1
ENSG00000069869	NEDD4	6
ENSG00000069943	PIGB	1
ENSG00000069956	MAPK6	1
ENSG00000069966	GNB5	5
ENSG00000069974	RAB27A	1
ENSG00000069998	HDHD5	1
ENSG00000070010	UFD1	1
ENSG00000070018	LRP6	18
ENSG00000070019	GUCY2C	2
ENSG00000070031	SCT	1
ENSG00000070047	PHRF1	2
ENSG00000070061	IKBKAP	1
ENSG00000070081	NUCB2	1
ENSG00000070087	PFN2	1
ENSG00000070159	PTPN3	5
ENSG00000070182	SPTB	20
ENSG00000070190	DAPP1	2
ENSG00000070193	FGF10	1
ENSG00000070214	SLC44A1	1
ENSG00000070269	TMEM260	1
ENSG00000070366	SMG6	3
ENSG00000070367	EXOC5	2
ENSG00000070371	CLTCL1	13
ENSG00000070388	FGF22	1
ENSG00000070404	FSTL3	3
ENSG00000070413	DGCR2	2
ENSG00000070423	RNF126	2
ENSG00000070444	MNT	1
ENSG00000070476	ZXDC	0
ENSG00000070495	JMJD6	1
ENSG00000070501	POLB	4
ENSG00000070526	ST6GALNAC1	1
ENSG00000070540	WIPI1	0
ENSG00000070601	FRMPD1	2
ENSG00000070610	GBA2	2
ENSG00000070614	NDST1	2
ENSG00000070669	ASNS	2
ENSG00000070718	AP3M2	2
ENSG00000070729	CNGB1	1
ENSG00000070731	ST6GALNAC2	2
ENSG00000070748	CHAT	1
ENSG00000070756	PABPC1	5
ENSG00000070759	TESK2	1
ENSG00000070761	CFAP20	1
ENSG00000070770	CSNK2A2	1
ENSG00000070778	PTPN21	4
ENSG00000070785	EIF2B3	1
ENSG00000070808	CAMK2A	2
ENSG00000070814	TCOF1	4
ENSG00000070831	CDC42	1
ENSG00000070882	OSBPL3	2
ENSG00000070886	EPHA8	6
ENSG00000070915	SLC12A3	4
ENSG00000070950	RAD18	2
ENSG00000070961	ATP2B1	7
ENSG00000070985	TRPM5	1
ENSG00000071051	NCK2	4
ENSG00000071054	MAP4K4	2
ENSG00000071073	MGAT4A	1
ENSG00000071082	RPL31	1
ENSG00000071127	WDR1	4
ENSG00000071189	SNX13	4
ENSG00000071203	MS4A12	1
ENSG00000071205	ARHGAP10	4
ENSG00000071242	RPS6KA2	3
ENSG00000071243	ING3	1
ENSG00000071246	VASH1	1
ENSG00000071282	LMCD1	3
ENSG00000071462	BUD23	2
ENSG00000071537	SEL1L	13
ENSG00000071539	TRIP13	1
ENSG00000071553	ATP6AP1	1
ENSG00000071564	TCF3	1
ENSG00000071575	TRIB2	1
ENSG00000071626	DAZAP1	2
ENSG00000071655	MBD3	3
ENSG00000071677	PRLH	1
ENSG00000071794	HLTF	4
ENSG00000071859	FAM50A	1
ENSG00000071889	FAM3A	1
ENSG00000071894	CPSF1	2
ENSG00000071909	MYO3B	3
ENSG00000071967	CYBRD1	1
ENSG00000071991	CDH19	6
ENSG00000071994	PDCD2	2
ENSG00000072041	SLC6A15	1
ENSG00000072042	RDH11	1
ENSG00000072062	PRKACA	1
ENSG00000072071	ADGRL1	7
ENSG00000072080	SPP2	1
ENSG00000072110	ACTN1	9
ENSG00000072121	ZFYVE26	1
ENSG00000072133	RPS6KA6	3
ENSG00000072134	EPN2	1
ENSG00000072135	PTPN18	1
ENSG00000072163	LIMS2	5
ENSG00000072182	ASIC4	1
ENSG00000072195	SPEG	12
ENSG00000072201	LNX1	5
ENSG00000072210	ALDH3A2	1
ENSG00000072274	TFRC	3
ENSG00000072310	SREBF1	1
ENSG00000072315	TRPC5	3
ENSG00000072364	AFF4	2
ENSG00000072401	UBE2D1	1
ENSG00000072415	MPP5	5
ENSG00000072422	RHOBTB1	3
ENSG00000072501	SMC1A	2
ENSG00000072506	HSD17B10	1
ENSG00000072518	MARK2	3
ENSG00000072571	HMMR	3
ENSG00000072609	CHFR	2
ENSG00000072657	TRHDE	2
ENSG00000072682	P4HA2	2
ENSG00000072694	FCGR2B	2
ENSG00000072736	NFATC3	2
ENSG00000072756	TRNT1	2
ENSG00000072778	ACADVL	3
ENSG00000072786	STK10	3
ENSG00000072803	FBXW11	9
ENSG00000072818	ACAP1	4
ENSG00000072832	CRMP1	1
ENSG00000072840	EVC	0
ENSG00000072849	DERL2	2
ENSG00000072858	SIDT1	1
ENSG00000072864	NDE1	1
ENSG00000072952	MRVI1	1
ENSG00000072954	TMEM38A	1
ENSG00000072958	AP1M1	2
ENSG00000073008	PVR	2
ENSG00000073050	XRCC1	3
ENSG00000073060	SCARB1	1
ENSG00000073067	CYP2W1	1
ENSG00000073111	MCM2	4
ENSG00000073146	MOV10L1	3
ENSG00000073150	PANX2	1
ENSG00000073169	SELENOO	1
ENSG00000073282	TP63	3
ENSG00000073331	ALPK1	1
ENSG00000073350	LLGL2	2
ENSG00000073417	PDE8A	2
ENSG00000073464	CLCN4	4
ENSG00000073536	NLE1	8
ENSG00000073578	SDHA	2
ENSG00000073584	SMARCE1	1
ENSG00000073598	FNDC8	1
ENSG00000073605	GSDMB	2
ENSG00000073614	KDM5A	7
ENSG00000073670	ADAM11	5
ENSG00000073711	PPP2R3A	1
ENSG00000073712	FERMT2	2
ENSG00000073734	ABCB11	4
ENSG00000073737	DHRS9	1
ENSG00000073754	CD5L	3
ENSG00000073756	PTGS2	2
ENSG00000073792	IGF2BP2	6
ENSG00000073803	MAP3K13	1
ENSG00000073849	ST6GAL1	1
ENSG00000073861	TBX21	1
ENSG00000073910	FRY	6
ENSG00000073921	PICALM	1
ENSG00000073969	NSF	4
ENSG00000074047	GLI2	0
ENSG00000074054	CLASP1	2
ENSG00000074071	MRPS34	1
ENSG00000074181	NOTCH3	36
ENSG00000074201	CLNS1A	2
ENSG00000074211	PPP2R2C	0
ENSG00000074219	TEAD2	1
ENSG00000074266	EED	2
ENSG00000074276	CDHR2	6
ENSG00000074317	SNCB	1
ENSG00000074319	TSG101	2
ENSG00000074356	NCBP3	1
ENSG00000074370	ATP2A3	5
ENSG00000074410	CA12	1
ENSG00000074416	MGLL	2
ENSG00000074527	NTN4	5
ENSG00000074582	BCS1L	2
ENSG00000074590	NUAK1	1
ENSG00000074603	DPP8	3
ENSG00000074621	SLC24A1	2
ENSG00000074657	ZNF532	2
ENSG00000074660	SCARF1	4
ENSG00000074695	LMAN1	1
ENSG00000074696	HACD3	1
ENSG00000074706	IPCEF1	1
ENSG00000074755	ZZEF1	3
ENSG00000074771	NOX3	3
ENSG00000074800	ENO1	2
ENSG00000074803	SLC12A1	3
ENSG00000074842	MYDGF	1
ENSG00000074855	ANO8	1
ENSG00000074935	TUBE1	2
ENSG00000074964	ARHGEF10L	1
ENSG00000074966	TXK	3
ENSG00000075035	WSCD2	2
ENSG00000075043	KCNQ2	4
ENSG00000075073	TACR2	1
ENSG00000075089	ACTR6	1
ENSG00000075131	TIPIN	1
ENSG00000075142	SRI	2
ENSG00000075151	EIF4G3	3
ENSG00000075188	NUP37	1
ENSG00000075213	SEMA3A	1
ENSG00000075218	GTSE1	1
ENSG00000075223	SEMA3C	2
ENSG00000075234	TTC38	0
ENSG00000075239	ACAT1	2
ENSG00000075240	GRAMD4	1
ENSG00000075275	CELSR1	17
ENSG00000075290	WNT8B	1
ENSG00000075292	ZNF638	2
ENSG00000075303	SLC25A40	3
ENSG00000075336	TIMM21	1
ENSG00000075340	ADD2	1
ENSG00000075388	FGF4	1
ENSG00000075391	RASAL2	3
ENSG00000075399	VPS9D1	1
ENSG00000075407	ZNF37A	7
ENSG00000075413	MARK3	3
ENSG00000075415	SLC25A3	3
ENSG00000075420	FNDC3B	9
ENSG00000075426	FOSL2	1
ENSG00000075429	CACNG5	1
ENSG00000075461	CACNG4	1
ENSG00000075539	FRYL	6
ENSG00000075568	TMEM131	1
ENSG00000075618	FSCN1	4
ENSG00000075624	ACTB	1
ENSG00000075643	MOCOS	3
ENSG00000075651	PLD1	4
ENSG00000075673	ATP12A	5
ENSG00000075702	WDR62	4
ENSG00000075711	DLG1	8
ENSG00000075785	RAB7A	1
ENSG00000075790	BCAP29	1
ENSG00000075826	SEC31B	0
ENSG00000075856	SART3	4
ENSG00000075884	ARHGAP15	2
ENSG00000075886	TUBA3D	2
ENSG00000075891	PAX2	2
ENSG00000075914	EXOSC7	2
ENSG00000075945	KIFAP3	1
ENSG00000075975	MKRN2	5
ENSG00000076003	MCM6	3
ENSG00000076043	REXO2	1
ENSG00000076053	RBM7	1
ENSG00000076067	RBMS2	2
ENSG00000076108	BAZ2A	6
ENSG00000076201	PTPN23	3
ENSG00000076242	MLH1	4
ENSG00000076248	UNG	1
ENSG00000076258	FMO4	1
ENSG00000076321	KLHL20	8
ENSG00000076344	RGS11	3
ENSG00000076351	SLC46A1	1
ENSG00000076356	PLXNA2	7
ENSG00000076382	SPAG5	0
ENSG00000076513	ANKRD13A	2
ENSG00000076554	TPD52	1
ENSG00000076555	ACACB	6
ENSG00000076604	TRAF4	3
ENSG00000076641	PAG1	1
ENSG00000076650	GPATCH1	2
ENSG00000076662	ICAM3	1
ENSG00000076685	NT5C2	1
ENSG00000076706	MCAM	4
ENSG00000076716	GPC4	1
ENSG00000076770	MBNL3	4
ENSG00000076826	CAMSAP3	3
ENSG00000076864	RAP1GAP	2
ENSG00000076924	XAB2	2
ENSG00000076928	ARHGEF1	3
ENSG00000076944	STXBP2	2
ENSG00000076984	MAP2K7	1
ENSG00000077009	NMRK2	1
ENSG00000077044	DGKD	6
ENSG00000077063	CTTNBP2	3
ENSG00000077080	ACTL6B	1
ENSG00000077092	RARB	2
ENSG00000077097	TOP2B	6
ENSG00000077147	TM9SF3	1
ENSG00000077150	NFKB2	5
ENSG00000077152	UBE2T	1
ENSG00000077157	PPP1R12B	3
ENSG00000077232	DNAJC10	5
ENSG00000077235	GTF3C1	1
ENSG00000077238	IL4R	1
ENSG00000077254	USP33	4
ENSG00000077264	PAK3	3
ENSG00000077274	CAPN6	3
ENSG00000077279	DCX	2
ENSG00000077312	SNRPA	2
ENSG00000077327	SPAG6	4
ENSG00000077348	EXOSC5	2
ENSG00000077380	DYNC1I2	2
ENSG00000077420	APBB1IP	2
ENSG00000077454	LRCH4	3
ENSG00000077458	FAM76B	1
ENSG00000077463	SIRT6	2
ENSG00000077498	TYR	1
ENSG00000077514	POLD3	1
ENSG00000077522	ACTN2	7
ENSG00000077549	CAPZB	1
ENSG00000077585	GPR137B	0
ENSG00000077616	NAALAD2	3
ENSG00000077684	JADE1	3
ENSG00000077713	SLC25A43	3
ENSG00000077721	UBE2A	2
ENSG00000077782	FGFR1	4
ENSG00000077800	FKBP6	1
ENSG00000077935	SMC1B	2
ENSG00000077942	FBLN1	7
ENSG00000077943	ITGA8	4
ENSG00000077984	CST7	1
ENSG00000078018	MAP2	4
ENSG00000078043	PIAS2	2
ENSG00000078053	AMPH	1
ENSG00000078061	ARAF	3
ENSG00000078070	MCCC1	4
ENSG00000078081	LAMP3	1
ENSG00000078098	FAP	2
ENSG00000078114	NEBL	16
ENSG00000078124	ACER3	2
ENSG00000078140	UBE2K	2
ENSG00000078142	PIK3C3	3
ENSG00000078177	N4BP2	3
ENSG00000078237	TIGAR	1
ENSG00000078246	TULP3	2
ENSG00000078269	SYNJ2	3
ENSG00000078295	ADCY2	4
ENSG00000078304	PPP2R5C	1
ENSG00000078328	RBFOX1	2
ENSG00000078369	GNB1	7
ENSG00000078399	HOXA9	2
ENSG00000078401	EDN1	1
ENSG00000078403	MLLT10	2
ENSG00000078487	ZCWPW1	2
ENSG00000078549	ADCYAP1R1	2
ENSG00000078579	FGF20	1
ENSG00000078589	P2RY10	1
ENSG00000078596	ITM2A	1
ENSG00000078618	NRDC	4
ENSG00000078668	VDAC3	1
ENSG00000078674	PCM1	2
ENSG00000078687	TNRC6C	6
ENSG00000078699	CBFA2T2	3
ENSG00000078725	BRINP1	1
ENSG00000078747	ITCH	6
ENSG00000078795	PKD2L2	2
ENSG00000078804	TP53INP2	1
ENSG00000078808	SDF4	2
ENSG00000078814	MYH7B	3
ENSG00000078898	BPIFB2	2
ENSG00000078900	TP73	3
ENSG00000078902	TOLLIP	2
ENSG00000078967	UBE2D4	1
ENSG00000079101	CLUL1	1
ENSG00000079102	RUNX1T1	3
ENSG00000079112	CDH17	5
ENSG00000079134	THOC1	2
ENSG00000079150	FKBP7	2
ENSG00000079156	OSBPL6	2
ENSG00000079215	SLC1A3	2
ENSG00000079246	XRCC5	4
ENSG00000079257	LXN	1
ENSG00000079263	SP140	3
ENSG00000079277	MKNK1	2
ENSG00000079308	TNS1	3
ENSG00000079313	REXO1	1
ENSG00000079332	SAR1A	1
ENSG00000079335	CDC14A	2
ENSG00000079337	RAPGEF3	4
ENSG00000079385	CEACAM1	4
ENSG00000079387	SENP1	1
ENSG00000079393	DUSP13	1
ENSG00000079432	CIC	2
ENSG00000079435	LIPE	3
ENSG00000079459	FDFT1	2
ENSG00000079462	PAFAH1B3	1
ENSG00000079482	OPHN1	3
ENSG00000079557	AFM	3
ENSG00000079616	KIF22	2
ENSG00000079689	SCGN	2
ENSG00000079691	CARMIL1	3
ENSG00000079739	PGM1	4
ENSG00000079785	DDX1	3
ENSG00000079805	DNM2	4
ENSG00000079819	EPB41L2	6
ENSG00000079841	RIMS1	4
ENSG00000079931	MOXD1	3
ENSG00000079950	STX7	2
ENSG00000079974	RABL2B	1
ENSG00000079999	KEAP1	8
ENSG00000080007	DDX43	3
ENSG00000080031	PTPRH	7
ENSG00000080166	DCT	1
ENSG00000080189	SLC35C2	2
ENSG00000080200	CRYBG3	7
ENSG00000080224	EPHA6	7
ENSG00000080293	SCTR	2
ENSG00000080298	RFX3	2
ENSG00000080345	RIF1	1
ENSG00000080371	RAB21	1
ENSG00000080493	SLC4A4	2
ENSG00000080503	SMARCA2	8
ENSG00000080511	RDH8	1
ENSG00000080546	SESN1	1
ENSG00000080561	MID2	4
ENSG00000080572	PIH1D3	0
ENSG00000080573	COL5A3	3
ENSG00000080603	SRCAP	3
ENSG00000080608	PUM3	1
ENSG00000080618	CPB2	3
ENSG00000080644	CHRNA3	2
ENSG00000080709	KCNN2	3
ENSG00000080802	CNOT4	2
ENSG00000080815	PSEN1	1
ENSG00000080819	CPOX	1
ENSG00000080822	CLDND1	1
ENSG00000080823	MOK	1
ENSG00000080824	HSP90AA1	2
ENSG00000080839	RBL1	4
ENSG00000080845	DLGAP4	1
ENSG00000080854	IGSF9B	5
ENSG00000080910	CFHR2	4
ENSG00000080986	NDC80	1
ENSG00000081014	AP4E1	2
ENSG00000081019	RSBN1	0
ENSG00000081026	MAGI3	7
ENSG00000081041	CXCL2	1
ENSG00000081051	AFP	3
ENSG00000081052	COL4A4	16
ENSG00000081059	TCF7	2
ENSG00000081087	OSTM1	1
ENSG00000081138	CDH7	6
ENSG00000081148	IMPG2	2
ENSG00000081154	PCNP	1
ENSG00000081177	EXD2	1
ENSG00000081181	ARG2	1
ENSG00000081189	MEF2C	2
ENSG00000081237	PTPRC	6
ENSG00000081248	CACNA1S	6
ENSG00000081277	PKP1	1
ENSG00000081307	UBA5	1
ENSG00000081320	STK17B	1
ENSG00000081377	CDC14B	2
ENSG00000081386	ZNF510	7
ENSG00000081479	LRP2	52
ENSG00000081665	ZNF506	5
ENSG00000081692	JMJD4	1
ENSG00000081721	DUSP12	1
ENSG00000081760	AACS	2
ENSG00000081791	KIAA0141	5
ENSG00000081800	SLC13A1	1
ENSG00000081803	CADPS2	2
ENSG00000081818	PCDHB4	7
ENSG00000081842	PCDHA6	7
ENSG00000081853	PCDHGA2	8
ENSG00000081870	HSPB11	1
ENSG00000081913	PHLPP1	6
ENSG00000081923	ATP8B1	4
ENSG00000081985	IL12RB2	2
ENSG00000082014	SMARCD3	1
ENSG00000082068	WDR70	3
ENSG00000082074	FYB	2
ENSG00000082126	MPP4	3
ENSG00000082146	STRADB	1
ENSG00000082153	BZW1	1
ENSG00000082175	PGR	3
ENSG00000082196	C1QTNF3	2
ENSG00000082212	ME2	3
ENSG00000082213	C5orf22	1
ENSG00000082258	CCNT2	1
ENSG00000082269	FAM135A	2
ENSG00000082293	COL19A1	10
ENSG00000082397	EPB41L3	6
ENSG00000082438	COBLL1	1
ENSG00000082458	DLG3	7
ENSG00000082482	KCNK2	2
ENSG00000082497	SERTAD4	1
ENSG00000082512	TRAF5	2
ENSG00000082515	MRPL22	1
ENSG00000082516	GEMIN5	5
ENSG00000082556	OPRK1	1
ENSG00000082641	NFE2L1	1
ENSG00000082684	SEMA5B	7
ENSG00000082701	GSK3B	1
ENSG00000082781	ITGB5	4
ENSG00000082805	ERC1	4
ENSG00000082898	XPO1	3
ENSG00000082996	RNF13	2
ENSG00000083067	TRPM3	2
ENSG00000083093	PALB2	1
ENSG00000083097	DOPEY1	1
ENSG00000083099	LYRM2	1
ENSG00000083123	BCKDHB	2
ENSG00000083168	KAT6A	2
ENSG00000083223	ZCCHC6	7
ENSG00000083290	ULK2	2
ENSG00000083307	GRHL2	1
ENSG00000083312	TNPO1	2
ENSG00000083444	PLOD1	1
ENSG00000083454	P2RX5	2
ENSG00000083457	ITGAE	5
ENSG00000083520	DIS3	4
ENSG00000083535	PIBF1	0
ENSG00000083544	TDRD3	3
ENSG00000083635	NUFIP1	1
ENSG00000083642	PDS5B	0
ENSG00000083720	OXCT1	2
ENSG00000083750	RRAGB	1
ENSG00000083782	EPYC	2
ENSG00000083799	CYLD	4
ENSG00000083807	SLC27A5	2
ENSG00000083812	ZNF324	5
ENSG00000083814	ZNF671	6
ENSG00000083817	ZNF416	6
ENSG00000083828	ZNF586	8
ENSG00000083838	ZNF446	2
ENSG00000083844	ZNF264	7
ENSG00000083845	RPS5	1
ENSG00000083857	FAT1	32
ENSG00000083896	YTHDC1	1
ENSG00000083937	CHMP2B	2
ENSG00000084070	SMAP2	1
ENSG00000084072	PPIE	2
ENSG00000084073	ZMPSTE24	2
ENSG00000084090	STARD7	1
ENSG00000084092	NOA1	1
ENSG00000084093	REST	2
ENSG00000084110	HAL	1
ENSG00000084112	SSH1	2
ENSG00000084207	GSTP1	2
ENSG00000084234	APLP2	5
ENSG00000084444	FAM234B	0
ENSG00000084453	SLCO1A2	2
ENSG00000084463	WBP11	1
ENSG00000084623	EIF3I	3
ENSG00000084628	NKAIN1	2
ENSG00000084636	COL16A1	6
ENSG00000084652	TXLNA	1
ENSG00000084674	APOB	4
ENSG00000084676	NCOA1	8
ENSG00000084693	AGBL5	1
ENSG00000084710	EFR3B	0
ENSG00000084731	KIF3C	2
ENSG00000084733	RAB10	1
ENSG00000084734	GCKR	0
ENSG00000084754	HADHA	4
ENSG00000084764	MAPRE3	2
ENSG00000084774	CAD	10
ENSG00000085063	CD59	1
ENSG00000085117	CD82	2
ENSG00000085185	BCORL1	3
ENSG00000085224	ATRX	2
ENSG00000085231	AK6	1
ENSG00000085265	FCN1	2
ENSG00000085274	MYNN	6
ENSG00000085276	MECOM	4
ENSG00000085365	SCAMP1	2
ENSG00000085377	PREP	2
ENSG00000085382	HACE1	3
ENSG00000085415	SEH1L	3
ENSG00000085433	WDR47	3
ENSG00000085449	WDFY1	5
ENSG00000085465	OVGP1	1
ENSG00000085491	SLC25A24	5
ENSG00000085511	MAP3K4	1
ENSG00000085514	PILRA	1
ENSG00000085552	IGSF9	5
ENSG00000085563	ABCB1	4
ENSG00000085644	ZNF213	4
