Cancer,TCGA_barcode,Gene_A,Gene_B,Chr_A,Chr_B,Strand_A,Strand_B,Discordant_Pairs,JSR,perfect_JSR,Evalue,Junction_A,Junction_B,Tier,Frame,TN,WGS_validation,Centrality,liftover_pos1,liftover_pos2
ACC,OR-A5KX-01A,DLST,YLPM1,14,14,1,1,2,2,2,0.2,75361112,75264283,tier2,In-frame,4905,NA,0.36307,74894409,74797580
ACC,OR-A5KX-01A,NCKAP5L,BCDIN3D,12,12,-1,-1,18,15,15,3.2,50222105,50232798,tier1,5UTR-CDS,11170,NA,0.33939,49828322,49839015
ACC,OR-A5KX-01A,PPP1R16A,GPR172A,8,8,1,1,17,7,7,0.21,145715595,145583775,tier1,NA,13376,NA,0.36024,144490212,144360115
ACC,OR-A5KX-01A,CDH12,BNIP3L,5,8,-1,1,5,3,3,0.54,22505379,26362823,tier1,NA,3380,NA,0.36093,22505270,26505307
ACC,OR-A5KX-01A,DNAJC21,SGCZ,5,8,1,-1,2,2,2,0.49,34930021,14181713,tier2,Out-of-frame,4943,NA,0.34985,34929916,14324204
ACC,OR-A5KX-01A,FKBP8,HAUS8,19,19,-1,-1,7,7,4,1.1,18652489,17184145,tier1,Out-of-frame,6555,NA,0.37603,18541679,17073335
ACC,OR-A5KX-01A,FN3KRP,KCNQ1,17,11,1,1,25,10,10,0.71,80684478,2868997,tier1,In-frame,6598,NA,0.36203,82726602,2847767
ACC,OR-A5KX-01A,PRLR,CDH12,5,5,-1,-1,6,9,9,0.14,35118163,22505473,tier1,5UTR-5UTR,13578,NA,0.37381,35118061,22505364
ACC,OR-A5KY-01A,AHSA2,C2orf74,2,2,1,1,5,1,1,0.091,61413632,61389977,tier3,CDS-5UTR,704,NA,NA,61186497,61162842
ACC,OR-A5KY-01A,AMBRA1,LRP4,11,11,-1,-1,16,3,2,0.44,46515158,46898188,tier1,In-frame,869,NA,0.35806,46493608,46876637
ACC,OR-A5KY-01A,LRRC68,BCAM,19,19,1,1,47,20,20,0.006,45596785,45314482,tier1,In-frame,9584,NA,0.35768,45093527,44811225
ACC,OR-A5KY-01A,NCOR2,SCARB1,12,12,-1,-1,277,151,139,0.08,124882665,125263132,tier1,Out-of-frame,11261,NA,0.37966,124398119,124778586
ACC,OR-A5KY-01A,PPP1CB,BRE,2,2,1,1,1057,517,455,1.1,28975042,28521205,tier1,In-frame,13335,NA,0.37605,28752176,28298338
ACC,OR-A5KY-01A,TRAPPC10,AGPAT3,21,21,1,1,2,1,1,0.41,45475774,45379515,tier3,CDS-5UTR,18566,NA,NA,44055893,43959634
ACC,OR-A5KY-01A,ASB3,MTA3,2,2,-1,1,10,6,5,0.55,54013958,42867313,tier1,5UTR-CDS,1493,NA,0.37987,53786821,42640173
ACC,OR-A5KY-01A,B4GALT5,ASIP,20,20,-1,1,26,38,36,100,48330113,32848171,tier1,CDS-5UTR,1877,NA,0.34576,49713576,34260365
ACC,OR-A5KY-01A,C7orf42,ATOH8,7,2,1,1,8,8,7,0.03,66407011,85991114,tier1,In-frame,2785,NA,NA,66942024,85763991
ACC,OR-A5KY-01A,CHD3,RAD51C,17,17,1,1,71,7,7,1.2,7797253,56787220,tier1,In-frame,3618,NA,0.36977,7893935,58709859
ACC,OR-A5KY-01A,FHOD3,ESRRB,18,14,1,1,18,5,5,0.48,33952707,76948359,tier1,In-frame,6528,NA,0.36494,36372744,76482016
ACC,OR-A5KY-01A,TSPAN18,PIK3R2,11,19,1,1,23,20,20,0.05,44748837,18276970,tier1,5UTR-CDS,18794,NA,NA,44727287,18166160
ACC,OR-A5KZ-01A,VPS41,TSGA14,7,7,-1,-1,13,6,6,0.23,38794302,130067859,tier1,In-frame,19653,NA,NA,38754702,130428018
ACC,OR-A5L6-01A,AMBRA1,HARBI1,11,11,-1,-1,6,3,3,1.3,46615378,46625459,tier1,5UTR-CDS,865,NA,0.34766,46593828,46603909
ACC,OR-A5L6-01A,CLK1,NAPRT1,2,8,-1,-1,57,38,27,1.7,201719339,144660113,tier1,Out-of-frame,3810,NA,0.36798,200854616,143577943
ACC,OR-A5L6-01A,PLBD2,CIDEC,12,3,1,-1,56,62,54,0.4,113796695,9920195,tier1,CDS-5UTR,12955,NA,0.33358,113358890,9878511
ACC,OR-A5LB-01A,FAM19A4,TMF1,3,3,-1,-1,33,35,33,0.046,68929881,69097713,tier1,In-frame,6153,NA,0.36452,68880730,69048562
ACC,OR-A5LD-01A,GANAB,C11orf48,11,11,-1,-1,143,85,78,0.4,62407099,62430805,tier1,Out-of-frame,6945,NA,NA,62639627,62663333
ACC,OR-A5LD-01A,GANAB,RP11-831H9.11,11,11,-1,-1,82,20,20,100,62407099,62430805,tier1,In-frame,6946,NA,0.3487,62639627,62663333
ACC,OR-A5LD-01A,KIF18B,C1QL1,17,17,-1,-1,2,1,1,0.54,43024996,43037735,tier3,5UTR-CDS,8954,NA,0.33806,44947628,44960367
ACC,OR-A5LD-01A,ZXDC,UROC1,3,3,-1,-1,9,4,4,1.3,126184998,126201328,tier1,Out-of-frame,20724,NA,NA,126466155,126482485
ACC,OR-A5LH-01A,DCLK2,LRBA,4,4,1,-1,11,3,3,0.13,151023964,151247050,tier1,In-frame,4604,NA,0.35884,150102812,150325898
ACC,OR-A5LH-01A,DHCR24,EPHX1,1,1,-1,1,2,1,1,0.93,55315306,225997794,tier3,NA,4772,NA,0.35433,54849633,225810092
ACC,OR-A5LL-01A,MMACHC,TTC23L,1,5,1,1,7,1,1,0.14,45966085,34896875,tier2,In-frame,10538,NA,0.3455,45500413,34896770
ACC,OR-A5LL-01A,ZNF616,TRAPPC8,19,18,-1,-1,3,1,1,0.19,52633754,29511486,tier2,Out-of-frame,20591,NA,NA,52130501,31931523
ACC,OR-A5LM-01A,DLK1,STAT6,14,12,1,-1,2,24,4,0.85,101201464,57496773,tier3,NA,4903,NA,0.37401,100735127,57102990
ACC,OR-A5LM-01A,FTSJD2,RP4-761I2.2,6,6,1,1,18,11,10,2.4,37441377,11134636,tier1,Out-of-frame,6820,NA,0.34665,37473601,11134403
ACC,OR-A5LM-01A,RP4-761I2.2,RCAN2,6,6,1,-1,10,6,4,0.16,11094622,46424715,tier1,CDS-5UTR,14961,NA,NA,11094389,46456978
ACC,OR-A5LO-01A,CELF1,FNBP4,11,11,-1,-1,89,53,49,0.31,47505005,47741638,tier1,In-frame,3497,NA,0.36972,47483453,47720086
ACC,OR-A5LO-01A,CMIP,BCMO1,16,16,1,1,3,7,7,0.41,81479146,81295741,tier1,Out-of-frame,3885,NA,0.35412,81445541,81262136
ACC,OR-A5LO-01A,FOXO3,LACE1,6,6,1,1,5,3,3,1.2,108883032,108840900,tier1,In-frame,6681,NA,0.37538,108561829,108519697
ACC,OR-A5LO-01A,GBF1,NOLC1,10,10,1,1,7,3,3,0.074,104130617,103918950,tier1,Out-of-frame,7002,NA,0.36639,102370860,102159193
ACC,OR-A5LO-01A,NCOA6,GSS,20,20,-1,-1,9,5,3,0.004,33413275,33539663,tier2,5UTR-5UTR,11222,NA,0.3691,34825472,34951860
ACC,OR-A5LO-01A,PXN,PLA2G1B,12,12,-1,-1,91,189,181,0.023,120703420,120763823,tier4,In-frame,13992,NA,NA,120265617,120326020
ACC,OR-A5LO-01A,RAB40C,C16orf11,16,16,1,1,42,9,8,0.21,668260,613256,tier1,CDS-5UTR,14106,NA,NA,618260,563256
ACC,OR-A5LO-01A,REPS2,TXLNG,X,X,1,1,2,3,3,0.36,17024467,16836697,tier3,Out-of-frame,14549,NA,NA,17006344,16818574
ACC,OR-A5LO-01A,C1orf151,KIAA0182,1,16,1,1,19,16,16,0.081,19923603,85699582,tier1,In-frame,2591,NA,NA,19597109,85665976
ACC,OR-A5LO-01A,FOXK2,TNFSF12-TNFSF13,17,17,1,1,7,4,2,1.2,80478183,7462941,tier1,Out-of-frame,6668,NA,0.35524,82520307,7559624
ACC,OR-A5LO-01A,WRAP53,AHCY,17,20,1,-1,10,10,9,0.028,7593019,32868971,tier1,In-frame,19904,NA,NA,7689701,34281165
ACC,OR-A5LP-01A,SQSTM1,IQCE,5,7,1,1,2,93,83,0.005,179264252,2641075,tier4,3UTR-CDS,16811,NA,NA,179837252,2601441
ACC,OU-A5PI-01A,FHOD3,ELP2,18,18,1,1,46,14,14,0.3,33952707,33722789,tier1,In-frame,6527,NA,0.37312,36372744,36142826
ACC,OU-A5PI-01A,SMAD2,ZBTB7C,18,18,-1,-1,10,5,5,0.15,45456732,45567494,tier1,5UTR-5UTR,16336,NA,NA,47930361,48041123
ACC,OU-A5PI-01A,CDS2,MAST3,20,19,1,1,2,2,2,0.56,5167485,18232495,tier2,Out-of-frame,3481,NA,0.36328,5186839,18121685
ACC,OU-A5PI-01A,PLCB1,WTIP,20,19,1,1,6,2,2,0.75,8737825,34981281,tier1,In-frame,12960,NA,0.38058,8757178,34490376
ACC,P6-A5OF-01A,RPS6KA4,CCDC88B,11,11,1,1,8,1,1,0.013,64132937,64116803,tier4,In-frame,15053,NA,NA,64365465,64349331
ACC,P6-A5OF-01A,DCP2,IL17B,5,5,1,-1,22,11,11,0.76,112328467,148756588,tier1,In-frame,4608,NA,0.35883,112992770,149377025
ACC,P6-A5OF-01A,GNB1,TSC2,1,16,-1,1,12,9,9,0.69,1770629,2129033,tier1,5UTR-CDS,7215,NA,0.38057,1839190,2079032
ACC,P6-A5OF-01A,YPEL3,EXD3,16,9,-1,-1,84,61,58,0.046,30106573,140218595,tier1,In-frame,20045,NA,NA,30095252,137324143
ACC,P6-A5OG-01A,COL5A1,DDX21,9,10,1,1,2,4,4,1.4,137734719,70723858,tier4,NA,4037,NA,0.37433,134842873,68964102
ACC,P6-A5OG-01A,TRAM2,HCRTR2,6,6,-1,1,4,2,2,1.6,52441594,55142178,tier1,In-frame,18563,NA,NA,52576796,55277380
ACC,PK-A5H9-01A,AC008687.1,MN1,19,22,-1,-1,2,2,2,0.038,49568208,28147084,tier3,5UTR-CDS,152,NA,0.32937,49064951,27751096
ACC,PK-A5H9-01A,P4HB,ERBB3,17,12,-1,1,2,20,18,0.54,79801042,56492035,tier3,NA,12142,NA,0.38534,81843166,56098251
ACC,PK-A5HA-01A,HEATR7A,CYC1,8,8,1,1,20,163,146,2.8,145202979,145151027,tier1,5UTR-CDS,7669,NA,0.34666,144148076,144096124
ACC,PK-A5HA-01A,NEK4,TMEM110,3,3,-1,-1,2,1,1,0.18,52797486,52889460,tier2,Out-of-frame,11357,NA,0.35057,52763470,52855444
ACC,PK-A5HA-01A,NLRC5,NUP93,16,16,1,1,16,3,3,0.058,57056227,56878411,tier1,Out-of-frame,11609,NA,0.34442,57022315,56844499
ACC,PK-A5HA-01A,PXK,RPP14,3,3,1,1,12,2,2,0.34,58318817,58296234,tier1,Out-of-frame,13986,NA,NA,58333090,58310507
ACC,PK-A5HA-01A,COL6A1,PLAT,21,8,1,-1,2,36,31,0.41,47424962,42051245,tier3,NA,4042,NA,0.37555,46005048,42193727
ACC,PK-A5HB-01A,PAPSS2,MINPP1,10,10,1,1,247,125,116,0.097,89487246,89311839,tier1,Out-of-frame,12263,NA,0.34987,87727489,87552082
ACC,PK-A5HB-01A,RRP7A,PACSIN2,22,22,-1,-1,79,42,36,0.13,42914011,43275175,tier1,In-frame,15139,NA,NA,42518005,42879169
ACC,PK-A5HB-01A,VIM,CLCN3,10,4,1,1,2,229,162,0.51,17279592,170623929,tier4,NA,19569,NA,NA,17237593,169702778
BLCA,2F-A9KO-01A,NUDT2,UBAP1,9,9,1,1,4,3,3,0.38,34339164,34249777,tier1,Out-of-frame,11864,NA,0.33966,34339166,34249779
BLCA,2F-A9KO-01A,FAM179B,KCNK13,14,14,1,1,4,9,9,0.57,45523752,90650455,tier1,Out-of-frame,6110,NA,0.34329,45054549,90184111
BLCA,2F-A9KO-01A,GUCY1A2,NLK,11,17,-1,1,7,5,5,0.84,106647165,26512205,tier1,In-frame,7558,NA,0.37648,106776439,28185179
BLCA,2F-A9KO-01A,SHPK,GUCY1A2,17,11,-1,-1,6,1,1,0.005,3533499,106856857,tier2,Out-of-frame,15891,NA,NA,3630205,106986131
BLCA,2F-A9KP-01A,FAF1,EPS15,1,1,-1,-1,5,3,3,0.81,51171458,51946986,tier1,In-frame,5975,NA,0.37234,50705786,51481314
BLCA,2F-A9KP-01A,IP6K1,MON1A,3,3,-1,-1,26,27,25,0.4,49775645,49950792,tier1,In-frame,8285,NA,0.34474,49738212,49913359
BLCA,2F-A9KP-01A,OCLN,CCNB1,5,5,1,1,16,21,19,0.5,68809936,68467097,tier1,In-frame,12000,NA,0.37707,69514109,69171270
BLCA,2F-A9KP-01A,PKNOX1,PDE9A,21,21,1,1,3,1,1,1.3,44394774,44174100,tier3,5UTR-CDS,12925,NA,0.36054,42974664,42753990
BLCA,2F-A9KP-01A,RAF1,IQSEC1,3,3,-1,-1,11,7,7,3,12705312,12983365,tier1,5UTR-CDS,14184,NA,NA,12663813,12941865
BLCA,2F-A9KP-01A,SARNP,PAN2,12,12,-1,-1,4,51,47,0.66,56211450,56722425,tier1,In-frame,15312,NA,NA,55817666,56328641
BLCA,2F-A9KP-01A,TRMT61A,AMN,14,14,1,1,14,7,7,0.074,103996646,103394763,tier1,Out-of-frame,18706,NA,NA,103530309,102928426
BLCA,2F-A9KP-01A,WDR59,CHST5,16,16,-1,-1,5,5,5,0.34,74922067,75567081,tier1,CDS-5UTR,19791,NA,NA,74888169,75533183
BLCA,2F-A9KP-01A,EPB41,HGSNAT,1,8,1,1,92,97,96,1.1,29323831,43013718,tier1,In-frame,5629,NA,0.37408,28997319,43158575
BLCA,2F-A9KP-01A,GBF1,UBE2R2,10,9,1,1,10,5,5,3.2,104103939,33886879,tier1,Out-of-frame,7006,NA,0.37351,102344182,33886881
BLCA,2F-A9KP-01A,NUP188,TMEM8C,9,9,1,-1,74,21,20,0.047,131768647,136379907,tier1,In-frame,11927,NA,0.33467,129006368,133514785
BLCA,2F-A9KP-01A,PHF21A,NUTF2,11,16,-1,1,14,22,22,0.05,46098305,67902243,tier1,In-frame,12728,NA,0.37046,46076754,67868340
BLCA,2F-A9KP-01A,ST3GAL3,ZMAT4,1,8,1,-1,26,23,21,0.21,44202051,40389757,tier1,Out-of-frame,16939,NA,NA,43736380,40532238
BLCA,2F-A9KP-01A,SYS1,IDO2,20,8,1,1,89,54,49,0.068,43994326,39872766,tier1,Out-of-frame,17268,NA,NA,45365686,40015247
BLCA,2F-A9KR-01A,MSI2,BCAS3,17,17,1,1,11,15,14,0.27,55729522,58885365,tier1,In-frame,10710,NA,0.34547,57652161,60808004
BLCA,2F-A9KR-01A,ZNF326,CCDC18,1,1,1,1,59,34,31,0.47,90460832,93691890,tier1,Out-of-frame,20461,NA,NA,89995273,93226333
BLCA,2F-A9KT-01A,CACNA1I,SYNGR1,22,22,1,1,6,2,2,0.45,40069087,39777701,tier1,Out-of-frame,2865,NA,0.3486,39673082,39381696
BLCA,2F-A9KT-01A,CDC42BPG,EHD1,11,11,-1,-1,5,5,5,0.022,64611882,64627808,tier4,In-frame,3345,NA,0.37599,64844410,64860336
BLCA,2F-A9KT-01A,COMMD10,AP3S1,5,5,1,1,12,16,6,1.1,115428397,115230784,tier4,In-frame,4051,NA,0.35358,116092700,115895087
BLCA,2F-A9KT-01A,GSTP1,ELP4,11,11,1,1,9,12,2,100,67354121,31653764,tier4,3UTR-CDS,7509,NA,0.36639,67586650,31632217
BLCA,2F-A9KT-01A,RALY,TTI1,20,20,1,-1,22,11,10,0.89,32619410,36634799,tier2,5UTR-CDS,14245,NA,NA,34031604,38006397
BLCA,2F-A9KW-01A,LIMCH1,UCHL1,4,4,1,1,257,224,189,0.3,41362953,41265242,tier1,In-frame,9342,NA,0.36487,41360936,41263225
BLCA,2F-A9KW-01A,PLEKHH1,MPP5,14,14,1,1,5,1,1,4.5,68035933,67759228,tier2,In-frame,13029,NA,0.36595,67569216,67292511
BLCA,2F-A9KW-01A,CDS1,UGT1A10,4,2,1,1,37,22,21,0.11,85530678,234675680,tier1,In-frame,3478,NA,0.33939,84609525,233767034
BLCA,2F-A9KW-01A,CDS1,UGT1A6,4,2,1,1,39,1,1,0.11,85530678,234602445,tier2,CDS-5UTR,3479,NA,0.34061,84609525,233693799
BLCA,2F-A9KW-01A,KIF13B,PPP2R5B,8,11,-1,1,7,3,3,0.86,28976385,64693320,tier1,NA,8943,NA,0.3687,29118868,64925848
BLCA,2F-A9KW-01A,VGLL4,TMEM40,3,3,-1,-1,12,12,12,0.007,11643307,12791339,tier1,CDS-5UTR,19564,NA,NA,11601833,12749840
BLCA,4Z-AA7M-01A,PIGS,SPAG5,17,17,-1,-1,5,5,5,1.4,26883184,26905310,tier1,Out-of-frame,12817,NA,0.36079,28556166,28578292
BLCA,4Z-AA7M-01A,IL4I1,VSTM2B,19,19,-1,1,224,128,122,100,50430951,30054753,tier1,5UTR-CDS,8198,NA,0.34503,49927694,29563846
BLCA,4Z-AA7M-01A,MELK,CNTFR,9,9,1,-1,4,2,2,0.6,36573004,34581203,tier1,5UTR-5UTR,10249,NA,0.38267,36573007,34581205
BLCA,4Z-AA7M-01A,NUP62,VSTM2B,19,19,-1,1,234,5,5,0.15,50432607,30054753,tier1,5UTR-CDS,11942,NA,0.36384,49929350,29563846
BLCA,4Z-AA7M-01A,RNF19A,NCALD,8,8,-1,-1,2,1,1,0.17,101348336,102792207,tier2,NA,14803,NA,NA,100336108,101779979
BLCA,4Z-AA7M-01A,SLC39A11,ADSS,17,1,-1,-1,21,39,38,0.96,71080947,244601070,tier1,In-frame,16188,NA,NA,73084808,244437768
BLCA,4Z-AA7M-01A,USP31,PRKCB,16,16,-1,1,8,11,11,0.87,23159959,23999829,tier1,Out-of-frame,19348,NA,NA,23148638,23988508
BLCA,4Z-AA7O-01A,PPFIA1,SHANK2,11,11,1,-1,2,4,4,0.48,70118542,70544868,tier3,Out-of-frame,13263,NA,0.37084,70272436,70698763
BLCA,4Z-AA7O-01A,RBM4B,FCHSD2,11,11,-1,-1,2,2,2,1.3,66444139,72726930,tier2,CDS-5UTR,14483,NA,NA,66676668,73015885
BLCA,4Z-AA7Q-01A,AFF1,PTPN13,4,4,1,1,3,1,1,0.83,87928576,87718027,tier2,Out-of-frame,582,NA,0.37171,87007424,86796874
BLCA,4Z-AA7Q-01A,C8orf76,ATAD2,8,8,-1,-1,8,4,4,0.076,124238740,124335306,tier1,In-frame,2807,NA,NA,123226500,123323066
BLCA,4Z-AA7Q-01A,FLNB,SLMAP,3,3,1,1,2,1,1,0.66,57994583,57908616,tier3,Out-of-frame,6566,NA,0.37311,58008856,57922889
BLCA,4Z-AA7Q-01A,FOXJ3,CCDC23,1,1,-1,-1,88,55,52,1.5,42693554,43273171,tier1,In-frame,6641,NA,0.35058,42227883,42807500
BLCA,4Z-AA7Q-01A,MAN2C1,PTPN9,15,15,-1,-1,3,1,1,0.46,75658863,75772255,tier3,Out-of-frame,9821,NA,0.3624,75366522,75479914
BLCA,4Z-AA7Q-01A,MAP4,NME6,3,3,-1,-1,3,2,2,0.18,48130263,48342124,tier1,5UTR-5UTR,9890,NA,0.36234,48088773,48300634
BLCA,4Z-AA7Q-01A,MAP4,SPINK8,3,3,-1,-1,44,34,33,1.7,48130263,48351436,tier1,5UTR-CDS,9897,NA,0.36249,48088773,48309946
BLCA,4Z-AA7Q-01A,MLF1,RSRC1,3,3,1,1,8,9,9,0.66,158310370,158261124,tier1,In-frame,10442,NA,0.36879,158592581,158543335
BLCA,4Z-AA7Q-01A,NCK1,PCCB,3,3,1,1,29,19,19,0.043,136581161,136002679,tier1,5UTR-CDS,11156,NA,0.3767,136862319,136283837
BLCA,4Z-AA7Q-01A,PCYT1A,TCTEX1D2,3,3,-1,-1,18,34,34,100,196014486,196022940,tier1,5UTR-CDS,12446,NA,0.34993,196287615,196296069
BLCA,4Z-AA7Q-01A,RPS6KB1,VMP1,17,17,1,1,121,103,96,1.4,57992064,57917129,tier1,In-frame,15066,NA,NA,59914703,59839768
BLCA,4Z-AA7Q-01A,SAMD8,ADK,10,10,1,1,13,12,12,0.012,76871480,76468079,tier1,Out-of-frame,15297,NA,NA,75111722,74708321
BLCA,4Z-AA7Q-01A,SERINC2,ZCCHC17,1,1,1,1,3,2,1,0.038,31907524,31811804,tier3,3UTR-CDS,15635,NA,NA,31434677,31338957
BLCA,4Z-AA7Q-01A,SKI,PRKCZ,1,1,1,1,3,6,5,0.46,2161174,2087434,tier1,In-frame,15981,NA,NA,2229735,2155995
BLCA,4Z-AA7R-01A,ABCC4,UGGT2,13,13,-1,-1,16,9,9,3.5,95813443,96454066,tier1,In-frame,67,NA,0.35055,95161189,95801812
BLCA,4Z-AA7R-01A,MSL2,STAG1,3,3,-1,-1,3,5,5,0.29,135913814,136349823,tier1,CDS-5UTR,10737,NA,0.34546,136194972,136630981
BLCA,4Z-AA7R-01A,ADAM10,C15orf43,15,15,-1,1,34,24,22,2.8,59009776,45266065,tier1,In-frame,403,NA,NA,58717577,44973867
BLCA,4Z-AA7R-01A,MCM3,GPR110,6,6,-1,-1,3,5,3,0.18,52146843,46991953,tier1,Out-of-frame,10096,NA,0.37722,52282045,47024217
BLCA,4Z-AA7R-01A,SLC9A8,TOM1L2,20,17,1,-1,3,2,2,0.16,48431726,17754266,tier1,Out-of-frame,16305,NA,NA,49815189,17850952
BLCA,4Z-AA7R-01A,SWT1,DCAF8,1,1,1,-1,24,6,5,0.013,185159774,160195453,tier1,In-frame,17226,NA,NA,185190642,160225663
BLCA,4Z-AA7S-01A,CD63,OS9,12,12,-1,1,482,323,297,1.4,56119597,58109543,tier1,In-frame,3286,NA,0.3589,55725813,57715760
BLCA,4Z-AA7S-01A,PABPC1,VPS13B,8,8,-1,1,5,171,168,0.14,101716525,100779002,tier1,3UTR-CDS,12162,NA,0.37303,100704297,99766774
BLCA,4Z-AA7S-01A,PGAP3,LRRC6,17,8,-1,-1,3,2,2,0.58,37840850,133622507,tier1,In-frame,12654,NA,0.32921,39684597,132610261
BLCA,4Z-AA7S-01A,PGAP3,MYOCD,17,17,-1,1,138,95,86,0.81,37840850,12639478,tier1,Out-of-frame,12655,NA,0.35808,39684597,12736161
BLCA,4Z-AA7S-01A,RAB3IP,CD63,12,12,1,-1,1020,954,907,5.1,70132811,56120045,tier1,5UTR-CDS,14096,NA,NA,69739031,55726261
BLCA,4Z-AA7S-01A,RAB3IP,OS9,12,12,1,1,26,17,15,0.022,70132811,58109543,tier1,5UTR-CDS,14104,NA,NA,69739031,57715760
BLCA,4Z-AA7W-01A,SCN8A,KCNC2,12,12,1,-1,5,2,2,0.01,52093575,75445097,tier1,Out-of-frame,15429,NA,NA,51699791,75051317
BLCA,4Z-AA80-01A,ELF1,KIAA0564,13,13,-1,-1,6,5,5,0.91,41556119,42465723,tier1,In-frame,5492,NA,0.36136,40981983,41891587
BLCA,4Z-AA80-01A,KIF13A,KDM1B,6,6,-1,1,18,12,12,0.32,17987285,18166498,tier1,In-frame,8931,NA,0.36572,17987054,18166267
BLCA,4Z-AA80-01A,LRCH1,PHF11,13,13,1,1,5,2,2,100,47303119,50080771,tier1,Out-of-frame,9490,NA,0.3503,46728984,49506635
BLCA,4Z-AA80-01A,PPFIA1,DYNC2H1,11,11,1,1,19,10,10,0.21,70118542,102984266,tier1,In-frame,13251,NA,0.36472,70272436,103113537
BLCA,4Z-AA82-01A,KLHDC4,SLC7A5,16,16,-1,-1,21,8,8,0.007,87782279,87871547,tier1,In-frame,9051,NA,0.36209,87748673,87837941
BLCA,4Z-AA82-01A,MED13L,TAOK3,12,12,-1,-1,30,34,30,0.035,116549233,118651915,tier1,Out-of-frame,10187,NA,0.3808,116111428,118214110
BLCA,4Z-AA84-01A,AC024575.1,CCDC159,19,19,1,1,8,3,3,0.58,11472164,11465256,tier1,Out-of-frame,186,NA,0,11361488,11354580
BLCA,4Z-AA84-01A,AP4B1,C1orf88,1,1,-1,1,4,3,2,0.26,114444377,111889532,tier1,In-frame,1096,NA,NA,113901755,111346910
BLCA,4Z-AA84-01A,CEP170,UBE2Q1,1,1,-1,-1,12,2,2,0.78,243418342,154528440,tier1,5UTR-CDS,3545,NA,0.35187,243255040,154555964
BLCA,4Z-AA84-01A,CTNNA1,LARP1,5,5,1,1,2,2,2,0.26,138088860,154190807,tier2,NA,4349,NA,0.37019,138753171,154811247
BLCA,4Z-AA84-01A,EP300,HAUS8,22,19,1,-1,37,14,13,1.7,41513825,17166812,tier1,In-frame,5609,NA,0.38375,41117821,17056002
BLCA,4Z-AA84-01A,FAF1,ITGB3BP,1,1,-1,-1,29,21,18,2,51267303,63974241,tier1,In-frame,5979,NA,0.37198,50801631,63508570
BLCA,4Z-AA84-01A,FAM91A1,ANXA13,8,8,1,-1,4,7,7,0.089,124787538,124724993,tier1,In-frame,6218,NA,0.35011,123775298,123712753
BLCA,4Z-AA84-01A,GANC,RORA,15,15,1,-1,4,7,3,0.003,42618622,60789818,tier1,Out-of-frame,6948,NA,0.3726,42326424,60497619
BLCA,4Z-AA84-01A,MAN2A1,HSPA4,5,5,1,1,4,2,2,2.8,109117299,132435237,tier1,Out-of-frame,9815,NA,0.37372,109781598,133099545
BLCA,4Z-AA84-01A,PFKP,CAMK2G,10,10,1,-1,4,6,6,4.7,3159038,75620647,tier1,Out-of-frame,12647,NA,0.38254,3116846,73860889
BLCA,4Z-AA84-01A,ROCK1,FABP2,18,4,-1,-1,9,9,9,2,18690779,120241997,tier1,Out-of-frame,14884,NA,NA,21110818,119320842
BLCA,4Z-AA84-01A,SRP68,XIRP2,17,2,-1,1,14,5,4,1.1,74053484,168067245,tier1,Out-of-frame,16862,NA,NA,76057403,167210735
BLCA,4Z-AA84-01A,ZW10,UPK2,11,11,-1,1,9,8,7,0.35,113639555,118828308,tier1,Out-of-frame,20722,NA,NA,113768833,118957598
BLCA,4Z-AA86-01A,PRKCA,NF1,17,17,1,1,7,5,5,0.72,64302245,29652838,tier1,Out-of-frame,13543,NA,0.38806,66306127,31325820
BLCA,4Z-AA87-01A,AFF1,PTPN13,4,4,1,1,43,48,46,0.83,87869723,87718027,tier1,Out-of-frame,583,NA,0.37171,86948571,86796874
BLCA,4Z-AA87-01A,ASH1L,GON4L,1,1,-1,-1,8,4,4,0.27,155531944,155730432,tier1,5UTR-CDS,1518,NA,0.36551,155562153,155760641
BLCA,4Z-AA87-01A,CARD11,AC091801.1,7,7,-1,-1,2,2,1,0.15,3083301,3197888,tier3,5UTR-CDS,2989,NA,0.37455,3043667,3158255
BLCA,4Z-AA87-01A,CIRBP,CNN2,19,19,1,1,15,5,4,0.92,1269409,1031070,tier1,5UTR-CDS,3737,NA,0.36403,1269410,1031071
BLCA,4Z-AA87-01A,PARD3,CUL2,10,10,-1,-1,7,1,1,0.26,34985246,35360267,tier2,CDS-5UTR,12269,NA,0.38178,34696318,35071339
BLCA,4Z-AA87-01A,PTPN12,AC007000.1,7,7,1,1,210,161,153,0.4,77166962,76903011,tier1,In-frame,13813,NA,0.36628,77537645,77273694
BLCA,4Z-AA87-01A,STK24,SLC15A1,13,13,-1,-1,4,7,6,0.35,99228999,99379113,tier1,Out-of-frame,17067,NA,NA,98576745,98726859
BLCA,4Z-AA87-01A,LUC7L,SLC27A5,16,19,-1,-1,15,24,19,0.61,270648,59012777,tier1,Out-of-frame,9674,NA,0.35888,220649,58501410
BLCA,4Z-AA87-01A,MSI2,YPEL2,17,17,1,1,4,7,7,0.4,55339553,57430576,tier1,CDS-5UTR,10730,NA,0.34514,57262192,59353215
BLCA,4Z-AA87-01A,TAF3,APP,10,21,1,-1,7,4,4,0.18,8019286,27394358,tier1,In-frame,17326,NA,NA,7977323,26022042
